Time,u,v,w,p,q,r,X,Y,Z,phi,theta,psi,a_x,a_y,a_z,p_dot,q_dot,r_dot
10.7,0.85298,1.50E-08,-7.33E-05,-1.21E-08,3.49E-05,2.11E-08,9.8817,-1.20E-06,-0.0051115,5.46E-08,0.00098408,-1.75E-07,-0.0118,1.00E-08,-2.38E-05,5.00E-09,-1.10E-05,1.00E-09
10.8,0.8518,1.42E-08,-7.27E-05,-1.16E-08,3.38E-05,2.12E-08,9.967,-1.21E-06,-0.0051955,5.34E-08,0.00098757,-1.72E-07,-0.0118,1.01E-08,-2.18E-05,4.00E-09,-1.10E-05,1.00E-09
10.9,0.85062,1.34E-08,-7.20E-05,-1.12E-08,3.27E-05,2.13E-08,10.052,-1.23E-06,-0.0052796,5.23E-08,0.00099095,-1.70E-07,-0.0117,1.01E-08,-2.08E-05,5.00E-09,-1.10E-05,2.00E-09
11,0.84945,1.26E-08,-7.13E-05,-1.07E-08,3.16E-05,2.15E-08,10.137,-1.24E-06,-0.0053639,5.12E-08,0.00099422,-1.68E-07,-0.0118,1.03E-08,-1.98E-05,4.00E-09,-1.00E-05,1.00E-09
11.1,0.84827,1.18E-08,-7.06E-05,-1.03E-08,3.06E-05,2.16E-08,10.222,-1.25E-06,-0.0054483,5.01E-08,0.00099739,-1.66E-07,-0.0117,1.13E-08,-1.90E-05,3.50E-09,-1.10E-05,1.00E-09
11.2,0.8471,1.11E-08,-6.99E-05,-9.95E-09,2.95E-05,2.17E-08,10.307,-1.27E-06,-0.0055329,4.90E-08,0.0010004,-1.64E-07,-0.0116,1.04E-08,-1.80E-05,3.70E-09,-1.00E-05,0
11.3,0.84594,1.03E-08,-6.92E-05,-9.58E-09,2.85E-05,2.17E-08,10.392,-1.28E-06,-0.0056177,4.81E-08,0.0010034,-1.62E-07,-0.0117,1.11E-08,-1.71E-05,3.50E-09,-1.00E-05,1.00E-09
11.4,0.84477,9.57E-09,-6.85E-05,-9.23E-09,2.75E-05,2.18E-08,10.476,-1.29E-06,-0.0057026,4.71E-08,0.0010062,-1.59E-07,-0.0116,1.10E-08,-1.62E-05,3.30E-09,-1.00E-05,1.00E-09
11.5,0.84361,8.83E-09,-6.78E-05,-8.90E-09,2.65E-05,2.19E-08,10.561,-1.30E-06,-0.0057876,4.62E-08,0.001009,-1.57E-07,-0.0116,1.12E-08,-1.54E-05,3.10E-09,-1.00E-05,0
11.6,0.84245,8.10E-09,-6.71E-05,-8.59E-09,2.55E-05,2.19E-08,10.645,-1.32E-06,-0.0058727,4.53E-08,0.0010116,-1.55E-07,-0.0115,1.11E-08,-1.45E-05,2.90E-09,-9.00E-06,1.00E-09
11.7,0.8413,7.37E-09,-6.64E-05,-8.30E-09,2.46E-05,2.20E-08,10.729,-1.33E-06,-0.0059579,4.44E-08,0.0010142,-1.53E-07,-0.0115,1.13E-08,-1.37E-05,2.70E-09,-1.00E-05,0
11.8,0.84015,6.65E-09,-6.57E-05,-8.03E-09,2.36E-05,2.20E-08,10.814,-1.34E-06,-0.0060432,4.36E-08,0.0010167,-1.51E-07,-0.0115,1.14E-08,-1.28E-05,2.50E-09,-9.00E-06,0
11.9,0.839,5.94E-09,-6.50E-05,-7.78E-09,2.27E-05,2.20E-08,10.898,-1.35E-06,-0.0061286,4.28E-08,0.001019,-1.49E-07,-0.0115,1.15E-08,-1.20E-05,2.30E-09,-9.00E-06,0
12,0.83785,5.24E-09,-6.43E-05,-7.55E-09,2.18E-05,2.20E-08,10.981,-1.36E-06,-0.0062141,4.20E-08,0.0010213,-1.46E-07,-0.0114,1.15E-08,-1.03E-05,2.10E-09,-8.00E-06,0
12.1,0.83671,4.55E-09,-6.35E-05,-7.34E-09,2.10E-05,2.20E-08,11.065,-1.38E-06,-0.0062997,4.13E-08,0.0010235,-1.44E-07,-0.0114,1.15E-08,-1.06E-05,2.00E-09,-9.00E-06,0
12.2,0.83557,3.86E-09,-6.28E-05,-7.14E-09,2.01E-05,2.20E-08,11.149,-1.39E-06,-0.0063853,4.05E-08,0.0010256,-1.42E-07,-0.0114,1.17E-08,-9.80E-06,1.70E-09,-9.00E-06,0
12.3,0.83443,3.19E-09,-6.21E-05,-6.97E-09,1.92E-05,2.20E-08,11.232,-1.40E-06,-0.006471,3.98E-08,0.0010276,-1.40E-07,-0.0113,1.17E-08,-9.02E-06,1.60E-09,-8.00E-06,0
12.4,0.8333,2.52E-09,-6.14E-05,-6.81E-09,1.84E-05,2.20E-08,11.316,-1.41E-06,-0.0065568,3.91E-08,0.0010295,-1.38E-07,-0.0114,1.17E-08,-8.33E-06,1.50E-09,-8.00E-06,-1.00E-09
12.5,0.83216,1.86E-09,-6.07E-05,-6.66E-09,1.76E-05,2.19E-08,11.399,-1.42E-06,-0.0066426,3.85E-08,0.0010313,-1.35E-07,-0.0112,1.17E-08,-6.65E-06,1.20E-09,-8.00E-06,0
12.6,0.83104,1.21E-09,-5.99E-05,-6.54E-09,1.68E-05,2.19E-08,11.482,-1.43E-06,-0.0067284,3.78E-08,0.0010331,-1.33E-07,-0.0113,1.19E-08,-6.96E-06,1.20E-09,-8.00E-06,-1.00E-09
12.7,0.82991,5.76E-10,-5.92E-05,-6.42E-09,1.60E-05,2.18E-08,11.566,-1.44E-06,-0.0068143,3.71E-08,0.0010348,-1.31E-07,-0.0112,1.18E-08,-6.28E-06,1.00E-09,-8.00E-06,0
12.8,0.82879,-5.34E-11,-5.85E-05,-6.32E-09,1.52E-05,2.18E-08,11.649,-1.46E-06,-0.0069001,3.65E-08,0.0010364,-1.29E-07,-0.0112,1.19E-08,-5.60E-06,9.00E-10,-7.00E-06,-1.00E-09
12.9,0.82767,-6.73E-10,-5.78E-05,-6.23E-09,1.45E-05,2.17E-08,11.731,-1.47E-06,-0.006986,3.59E-08,0.0010379,-1.27E-07,-0.0112,1.19E-08,-5.00E-06,7.00E-10,-7.00E-06,-1.00E-09
13,0.82655,-1.28E-09,-5.71E-05,-6.16E-09,1.38E-05,2.16E-08,11.814,-1.48E-06,-0.0070719,3.53E-08,0.0010394,-1.24E-07,-0.0112,1.19E-08,-3.41E-06,7.00E-10,-8.00E-06,0
13.1,0.82543,-1.88E-09,-5.63E-05,-6.09E-09,1.30E-05,2.16E-08,11.897,-1.49E-06,-0.0071578,3.46E-08,0.0010407,-1.22E-07,-0.0111,1.18E-08,-3.73E-06,6.00E-10,-7.00E-06,-1.00E-09
13.2,0.82432,-2.48E-09,-5.56E-05,-6.03E-09,1.23E-05,2.15E-08,11.979,-1.50E-06,-0.0072437,3.40E-08,0.001042,-1.20E-07,-0.0111,1.19E-08,-3.14E-06,5.00E-10,-7.00E-06,-1.00E-09
13.3,0.82321,-3.06E-09,-5.49E-05,-5.98E-09,1.16E-05,2.14E-08,12.062,-1.51E-06,-0.0073296,3.34E-08,0.0010433,-1.18E-07,-0.011,1.19E-08,-2.55E-06,5.00E-10,-6.00E-06,-1.00E-09
13.4,0.82211,-3.63E-09,-5.42E-05,-5.93E-09,1.10E-05,2.13E-08,12.144,-1.52E-06,-0.0074155,3.28E-08,0.0010444,-1.16E-07,-0.0111,1.19E-08,-2.04E-06,4.00E-10,-7.00E-06,-1.00E-09
13.5,0.821,-4.19E-09,-5.35E-05,-5.89E-09,1.03E-05,2.12E-08,12.226,-1.53E-06,-0.0075014,3.22E-08,0.0010455,-1.14E-07,-0.011,1.19E-08,-1.46E-06,3.00E-10,-6.60E-06,-1.00E-09
13.6,0.8199,-4.74E-09,-5.28E-05,-5.86E-09,9.64E-06,2.11E-08,12.308,-1.54E-06,-0.0075872,3.17E-08,0.0010466,-1.12E-07,-0.011,1.19E-08,-9.04E-07,3.00E-10,-6.40E-06,-1.00E-09
13.7,0.8188,-5.28E-09,-5.21E-05,-5.83E-09,9.00E-06,2.10E-08,12.39,-1.55E-06,-0.007673,3.11E-08,0.0010475,-1.09E-07,-0.0109,1.19E-08,-3.69E-07,3.00E-10,-6.20E-06,-1.00E-09
13.8,0.81771,-5.81E-09,-5.14E-05,-5.80E-09,8.38E-06,2.09E-08,12.472,-1.56E-06,-0.0077588,3.05E-08,0.0010484,-1.07E-07,-0.011,1.18E-08,1.48E-07,2.00E-10,-6.10E-06,-1.00E-09
13.9,0.81661,-6.34E-09,-5.07E-05,-5.78E-09,7.77E-06,2.08E-08,12.554,-1.57E-06,-0.0078445,2.99E-08,0.0010493,-1.05E-07,-0.0109,1.19E-08,6.55E-07,3.00E-10,-6.00E-06,-1.00E-09
14,0.81552,-6.85E-09,-5.00E-05,-5.75E-09,7.17E-06,2.07E-08,12.636,-1.57E-06,-0.0079302,2.93E-08,0.00105,-1.03E-07,-0.0108,1.19E-08,1.15E-06,2.00E-10,-5.80E-06,-2.00E-09
14.1,0.81444,-7.35E-09,-4.93E-05,-5.73E-09,6.59E-06,2.05E-08,12.717,-1.58E-06,-0.0080158,2.88E-08,0.0010507,-1.01E-07,-0.0109,1.18E-08,1.63E-06,2.00E-10,-5.70E-06,-1.00E-09
14.2,0.81335,-7.84E-09,-4.86E-05,-5.71E-09,6.02E-06,2.04E-08,12.799,-1.59E-06,-0.0081014,2.82E-08,0.0010514,-9.91E-08,-0.0108,1.17E-08,2.10E-06,2.00E-10,-5.60E-06,-1.00E-09
14.3,0.81227,-8.33E-09,-4.79E-05,-5.69E-09,5.46E-06,2.03E-08,12.88,-1.60E-06,-0.0081869,2.76E-08,0.001052,-9.70E-08,-0.0108,1.18E-08,2.57E-06,3.00E-10,-5.40E-06,-1.00E-09
14.4,0.81119,-8.80E-09,-4.72E-05,-5.66E-09,4.92E-06,2.02E-08,12.961,-1.61E-06,-0.0082724,2.71E-08,0.0010526,-9.50E-08,-0.0108,1.18E-08,3.01E-06,2.00E-10,-5.40E-06,-2.00E-09
14.5,0.81011,-9.26E-09,-4.65E-05,-5.64E-09,4.38E-06,2.00E-08,13.042,-1.62E-06,-0.0083578,2.65E-08,0.001053,-9.30E-08,-0.0107,1.16E-08,3.45E-06,3.00E-10,-5.20E-06,-1.00E-09
14.6,0.80904,-9.72E-09,-4.58E-05,-5.61E-09,3.86E-06,1.99E-08,13.123,-1.63E-06,-0.0084431,2.59E-08,0.0010535,-9.10E-08,-0.0107,1.13E-08,2.88E-06,3.00E-10,-5.10E-06,-1.00E-09
14.7,0.80797,-1.02E-08,-4.52E-05,-5.58E-09,3.35E-06,1.98E-08,13.204,-1.64E-06,-0.0085283,2.54E-08,0.0010539,-8.90E-08,-0.0107,1.20E-08,4.29E-06,3.00E-10,-5.00E-06,-2.00E-09
14.8,0.8069,-1.06E-08,-4.45E-05,-5.55E-09,2.85E-06,1.96E-08,13.285,-1.64E-06,-0.0086135,2.48E-08,0.0010542,-8.70E-08,-0.0107,1.18E-08,4.70E-06,4.00E-10,-4.90E-06,-1.00E-09
14.9,0.80583,-1.10E-08,-4.38E-05,-5.51E-09,2.36E-06,1.95E-08,13.366,-1.65E-06,-0.0086985,2.43E-08,0.0010545,-8.51E-08,-0.0106,1.17E-08,5.10E-06,3.00E-10,-4.80E-06,-2.00E-09
15,0.80477,-1.14E-08,-4.31E-05,-5.48E-09,1.88E-06,1.93E-08,13.446,-1.66E-06,-0.0087835,2.37E-08,0.0010547,-8.31E-08,-0.0106,1.15E-08,4.49E-06,5.00E-10,-4.60E-06,-1.00E-09
15.1,0.80371,-1.18E-08,-4.25E-05,-5.43E-09,1.42E-06,1.92E-08,13.527,-1.67E-06,-0.0088684,2.32E-08,0.0010549,-8.12E-08,-0.0106,1.14E-08,5.86E-06,4.00E-10,-4.61E-06,-2.00E-09
15.2,0.80265,-1.22E-08,-4.18E-05,-5.39E-09,9.59E-07,1.90E-08,13.607,-1.68E-06,-0.0089532,2.26E-08,0.0010551,-7.93E-08,-0.0105,1.13E-08,5.23E-06,5.00E-10,-4.46E-06,-1.00E-09
15.3,0.8016,-1.26E-08,-4.12E-05,-5.34E-09,5.13E-07,1.89E-08,13.688,-1.68E-06,-0.0090379,2.21E-08,0.0010552,-7.74E-08,-0.0106,1.12E-08,6.59E-06,5.00E-10,-4.36E-06,-2.00E-09
15.4,0.80054,-1.30E-08,-4.05E-05,-5.29E-09,7.71E-08,1.87E-08,13.768,-1.69E-06,-0.0091224,2.16E-08,0.0010552,-7.55E-08,-0.0105,1.10E-08,5.94E-06,6.00E-10,-4.26E-06,-1.00E-09
15.5,0.79949,-1.34E-08,-3.99E-05,-5.23E-09,-3.49E-07,1.86E-08,13.848,-1.70E-06,-0.0092069,2.10E-08,0.0010552,-7.36E-08,-0.0105,1.19E-08,7.28E-06,6.00E-10,-4.16E-06,-2.00E-09
15.6,0.79844,-1.37E-08,-3.92E-05,-5.17E-09,-7.65E-07,1.84E-08,13.928,-1.70E-06,-0.0092913,2.05E-08,0.0010552,-7.17E-08,-0.0104,1.07E-08,6.61E-06,6.00E-10,-4.05E-06,-1.00E-09
15.7,0.7974,-1.41E-08,-3.86E-05,-5.11E-09,-1.17E-06,1.83E-08,14.008,-1.71E-06,-0.0093755,2.00E-08,0.0010551,-6.99E-08,-0.0104,1.16E-08,6.93E-06,7.00E-10,-4.00E-06,-2.00E-09
15.8,0.79636,-1.44E-08,-3.80E-05,-5.04E-09,-1.57E-06,1.81E-08,14.087,-1.72E-06,-0.0094597,1.95E-08,0.001055,-6.81E-08,-0.0104,1.14E-08,7.25E-06,7.00E-10,-3.90E-06,-1.00E-09
15.9,0.79532,-1.47E-08,-3.74E-05,-4.97E-09,-1.96E-06,1.80E-08,14.167,-1.73E-06,-0.0095437,1.90E-08,0.0010548,-6.62E-08,-0.0104,1.03E-08,8.56E-06,7.00E-10,-3.80E-06,-2.00E-09
16,0.79428,-1.51E-08,-3.67E-05,-4.90E-09,-2.34E-06,1.78E-08,14.246,-1.73E-06,-0.0096276,1.85E-08,0.0010546,-6.45E-08,-0.0104,1.11E-08,7.86E-06,8.00E-10,-3.70E-06,-2.00E-09
16.1,0.79324,-1.54E-08,-3.61E-05,-4.82E-09,-2.71E-06,1.76E-08,14.326,-1.74E-06,-0.0097113,1.80E-08,0.0010544,-6.27E-08,-0.0103,1.10E-08,8.15E-06,7.00E-10,-3.60E-06,-1.00E-09
16.2,0.79221,-1.57E-08,-3.55E-05,-4.75E-09,-3.07E-06,1.75E-08,14.405,-1.75E-06,-0.009795,1.75E-08,0.0010541,-6.09E-08,-0.0103,1.09E-08,8.43E-06,9.00E-10,-3.50E-06,-2.00E-09
16.3,0.79118,-1.60E-08,-3.49E-05,-4.66E-09,-3.42E-06,1.73E-08,14.484,-1.75E-06,-0.0098785,1.71E-08,0.0010538,-5.92E-08,-0.0103,1.07E-08,8.71E-06,8.00E-10,-3.50E-06,-1.00E-09
16.4,0.79015,-1.63E-08,-3.43E-05,-4.58E-09,-3.77E-06,1.72E-08,14.564,-1.76E-06,-0.0099619,1.66E-08,0.0010535,-5.74E-08,-0.0102,1.06E-08,8.98E-06,9.00E-10,-3.30E-06,-2.00E-09
16.5,0.78913,-1.66E-08,-3.37E-05,-4.49E-09,-4.10E-06,1.70E-08,14.643,-1.76E-06,-0.010045,1.61E-08,0.0010531,-5.57E-08,-0.0103,1.14E-08,9.24E-06,8.00E-10,-3.30E-06,-1.00E-09
16.6,0.7881,-1.68E-08,-3.31E-05,-4.41E-09,-4.43E-06,1.69E-08,14.721,-1.77E-06,-0.010128,1.57E-08,0.0010527,-5.40E-08,-0.0102,1.03E-08,9.49E-06,9.00E-10,-3.30E-06,-2.00E-09
16.7,0.78708,-1.71E-08,-3.25E-05,-4.32E-09,-4.76E-06,1.67E-08,14.8,-1.78E-06,-0.010211,1.52E-08,0.0010522,-5.23E-08,-0.0101,1.01E-08,9.75E-06,9.00E-10,-3.10E-06,-2.00E-09
16.8,0.78607,-1.74E-08,-3.19E-05,-4.23E-09,-5.07E-06,1.65E-08,14.879,-1.78E-06,-0.010294,1.48E-08,0.0010518,-5.07E-08,-0.0102,1.10E-08,8.99E-06,9.00E-10,-3.10E-06,-1.00E-09
16.9,0.78505,-1.76E-08,-3.14E-05,-4.14E-09,-5.38E-06,1.64E-08,14.958,-1.79E-06,-0.010377,1.44E-08,0.0010513,-4.90E-08,-0.0101,9.87E-09,1.02E-05,1.00E-09,-2.90E-06,-2.00E-09
17,0.78404,-1.79E-08,-3.08E-05,-4.04E-09,-5.67E-06,1.62E-08,15.036,-1.79E-06,-0.010459,1.40E-08,0.0010507,-4.74E-08,-0.0101,1.07E-08,1.04E-05,9.00E-10,-3.00E-06,-1.00E-09
17.1,0.78303,-1.81E-08,-3.02E-05,-3.95E-09,-5.97E-06,1.61E-08,15.115,-1.80E-06,-0.010542,1.36E-08,0.0010502,-4.57E-08,-0.0101,1.06E-08,9.67E-06,9.00E-10,-2.80E-06,-2.00E-09
17.2,0.78202,-1.83E-08,-2.97E-05,-3.86E-09,-6.25E-06,1.59E-08,15.193,-1.80E-06,-0.010624,1.32E-08,0.0010496,-4.41E-08,-0.0101,1.04E-08,1.09E-05,1.00E-09,-2.80E-06,-2.00E-09
17.3,0.78101,-1.85E-08,-2.91E-05,-3.76E-09,-6.53E-06,1.57E-08,15.271,-1.81E-06,-0.010706,1.28E-08,0.0010489,-4.25E-08,-0.01,1.03E-08,1.11E-05,9.00E-10,-2.70E-06,-1.00E-09
17.4,0.78001,-1.87E-08,-2.85E-05,-3.67E-09,-6.80E-06,1.56E-08,15.349,-1.82E-06,-0.010788,1.24E-08,0.0010483,-4.10E-08,-0.01,9.17E-09,1.03E-05,1.00E-09,-2.60E-06,-2.00E-09
17.5,0.77901,-1.90E-08,-2.80E-05,-3.57E-09,-7.06E-06,1.54E-08,15.427,-1.82E-06,-0.01087,1.21E-08,0.0010476,-3.94E-08,-0.01,1.10E-08,1.05E-05,9.00E-10,-2.60E-06,-1.00E-09
17.6,0.77801,-1.91E-08,-2.75E-05,-3.48E-09,-7.32E-06,1.53E-08,15.505,-1.83E-06,-0.010951,1.17E-08,0.0010469,-3.79E-08,-0.01,9.90E-09,1.17E-05,9.00E-10,-2.60E-06,-2.00E-09
17.7,0.77701,-1.93E-08,-2.69E-05,-3.39E-09,-7.58E-06,1.51E-08,15.583,-1.83E-06,-0.011033,1.14E-08,0.0010462,-3.63E-08,-0.0099,9.73E-09,1.09E-05,9.00E-10,-2.40E-06,-2.00E-09
17.8,0.77602,-1.95E-08,-2.64E-05,-3.30E-09,-7.82E-06,1.49E-08,15.661,-1.83E-06,-0.011114,1.10E-08,0.0010454,-3.48E-08,-0.0099,9.56E-09,1.11E-05,9.00E-10,-2.40E-06,-1.00E-09
17.9,0.77503,-1.97E-08,-2.59E-05,-3.21E-09,-8.06E-06,1.48E-08,15.738,-1.84E-06,-0.011195,1.07E-08,0.0010446,-3.33E-08,-0.0099,9.47E-09,1.22E-05,9.00E-10,-2.40E-06,-2.00E-09
18,0.77404,-1.99E-08,-2.53E-05,-3.12E-09,-8.30E-06,1.46E-08,15.816,-1.84E-06,-0.011276,1.04E-08,0.0010438,-3.19E-08,-0.0099,1.03E-08,1.14E-05,9.00E-10,-2.20E-06,-1.00E-09
18.1,0.77305,-2.00E-08,-2.48E-05,-3.03E-09,-8.52E-06,1.45E-08,15.893,-1.85E-06,-0.011357,1.01E-08,0.001043,-3.04E-08,-0.0098,9.21E-09,1.16E-05,9.00E-10,-2.30E-06,-2.00E-09
18.2,0.77207,-2.02E-08,-2.43E-05,-2.94E-09,-8.75E-06,1.43E-08,15.97,-1.85E-06,-0.011437,9.77E-09,0.0010421,-2.90E-08,-0.0099,9.04E-09,1.18E-05,8.00E-10,-2.10E-06,-1.00E-09
18.3,0.77108,-2.04E-08,-2.38E-05,-2.86E-09,-8.96E-06,1.42E-08,16.048,-1.86E-06,-0.011518,9.47E-09,0.0010413,-2.75E-08,-0.0098,9.95E-09,1.19E-05,9.00E-10,-2.20E-06,-2.00E-09
18.4,0.7701,-2.05E-08,-2.33E-05,-2.77E-09,-9.18E-06,1.40E-08,16.125,-1.86E-06,-0.011598,9.19E-09,0.0010404,-2.61E-08,-0.0097,9.78E-09,1.21E-05,8.00E-10,-2.00E-06,-1.00E-09
18.5,0.76913,-2.06E-08,-2.28E-05,-2.69E-09,-9.38E-06,1.39E-08,16.202,-1.87E-06,-0.011678,8.91E-09,0.0010394,-2.47E-08,-0.0098,8.69E-09,1.22E-05,8.00E-10,-2.00E-06,-2.00E-09
18.6,0.76815,-2.08E-08,-2.23E-05,-2.61E-09,-9.58E-06,1.37E-08,16.279,-1.87E-06,-0.011758,8.65E-09,0.0010385,-2.33E-08,-0.0097,9.52E-09,1.24E-05,8.00E-10,-2.00E-06,-1.00E-09
18.7,0.76718,-2.09E-08,-2.18E-05,-2.53E-09,-9.78E-06,1.36E-08,16.355,-1.87E-06,-0.011838,8.39E-09,0.0010376,-2.19E-08,-0.0097,9.43E-09,1.25E-05,7.00E-10,-1.90E-06,-2.00E-09
18.8,0.76621,-2.10E-08,-2.13E-05,-2.46E-09,-9.97E-06,1.34E-08,16.432,-1.88E-06,-0.011918,8.13E-09,0.0010366,-2.06E-08,-0.0097,8.27E-09,1.16E-05,7.00E-10,-2.30E-06,-1.00E-09
18.9,0.76524,-2.12E-08,-2.09E-05,-2.39E-09,-1.02E-05,1.33E-08,16.509,-1.88E-06,-0.011997,7.89E-09,0.0010356,-1.92E-08,-0.0097,9.18E-09,1.28E-05,8.00E-10,-1.00E-06,-2.00E-09
19,0.76427,-2.13E-08,-2.04E-05,-2.31E-09,-1.03E-05,1.31E-08,16.585,-1.88E-06,-0.012076,7.65E-09,0.0010346,-1.79E-08,-0.0096,9.01E-09,1.29E-05,6.00E-10,-2.00E-06,-1.00E-09
19.1,0.76331,-2.14E-08,-1.99E-05,-2.25E-09,-1.05E-05,1.30E-08,16.662,-1.89E-06,-0.012155,7.42E-09,0.0010335,-1.66E-08,-0.0096,8.92E-09,1.20E-05,7.00E-10,-2.00E-06,-2.00E-09
19.2,0.76235,-2.15E-08,-1.95E-05,-2.18E-09,-1.07E-05,1.28E-08,16.738,-1.89E-06,-0.012234,7.20E-09,0.0010325,-1.53E-08,-0.0096,8.76E-09,1.32E-05,7.00E-10,-2.00E-06,-1.00E-09
19.3,0.76139,-2.16E-08,-1.90E-05,-2.11E-09,-1.09E-05,1.27E-08,16.814,-1.89E-06,-0.012313,6.98E-09,0.0010314,-1.40E-08,-0.0096,8.67E-09,1.33E-05,6.00E-10,-1.00E-06,-2.00E-09
19.4,0.76043,-2.17E-08,-1.85E-05,-2.05E-09,-1.10E-05,1.25E-08,16.89,-1.90E-06,-0.012391,6.77E-09,0.0010303,-1.28E-08,-0.0096,8.51E-09,1.24E-05,6.00E-10,-2.00E-06,-1.00E-09
19.5,0.75947,-2.18E-08,-1.81E-05,-1.99E-09,-1.12E-05,1.24E-08,16.966,-1.90E-06,-0.01247,6.57E-09,0.0010292,-1.15E-08,-0.0095,9.42E-09,1.25E-05,6.00E-10,-1.00E-06,-1.00E-09
19.6,0.75852,-2.18E-08,-1.77E-05,-1.93E-09,-1.13E-05,1.23E-08,17.042,-1.90E-06,-0.012548,6.37E-09,0.0010281,-1.03E-08,-0.0095,8.33E-09,1.36E-05,5.00E-10,-2.00E-06,-2.00E-09
19.7,0.75757,-2.19E-08,-1.72E-05,-1.88E-09,-1.15E-05,1.21E-08,17.118,-1.91E-06,-0.012626,6.18E-09,0.001027,-9.03E-09,-0.0095,8.17E-09,1.27E-05,6.00E-10,-1.00E-06,-1.00E-09
19.8,0.75662,-2.20E-08,-1.68E-05,-1.82E-09,-1.16E-05,1.20E-08,17.194,-1.91E-06,-0.012704,5.99E-09,0.0010258,-7.82E-09,-0.0094,8.08E-09,1.38E-05,5.00E-10,-2.00E-06,-2.00E-09
19.9,0.75568,-2.21E-08,-1.63E-05,-1.77E-09,-1.18E-05,1.18E-08,17.27,-1.91E-06,-0.012781,5.81E-09,0.0010246,-6.62E-09,-0.0095,8.92E-09,1.29E-05,5.00E-10,-1.00E-06,-1.00E-09
20,0.75473,-2.21E-08,-1.59E-05,-1.72E-09,-1.19E-05,1.17E-08,17.345,-1.92E-06,-0.012859,5.63E-09,0.0010235,-5.44E-09,-0.0094,7.83E-09,1.30E-05,5.00E-10,-2.00E-06,-1.00E-09
20.1,0.75379,-2.22E-08,-1.55E-05,-1.67E-09,-1.21E-05,1.16E-08,17.421,-1.92E-06,-0.012936,5.46E-09,0.0010223,-4.26E-09,-0.0094,8.74E-09,1.31E-05,4.00E-10,-1.00E-06,-2.00E-09
20.2,0.75285,-2.22E-08,-1.51E-05,-1.63E-09,-1.22E-05,1.14E-08,17.496,-1.92E-06,-0.013013,5.30E-09,0.0010211,-3.11E-09,-0.0094,7.58E-09,1.32E-05,5.00E-10,-1.00E-06,-1.00E-09
20.3,0.75191,-2.23E-08,-1.47E-05,-1.58E-09,-1.23E-05,1.13E-08,17.571,-1.92E-06,-0.01309,5.13E-09,0.0010199,-1.96E-09,-0.0093,8.50E-09,1.32E-05,4.00E-10,-2.00E-06,-1.00E-09
20.4,0.75098,-2.23E-08,-1.43E-05,-1.54E-09,-1.25E-05,1.12E-08,17.647,-1.93E-06,-0.013167,4.98E-09,0.0010186,-8.31E-10,-0.0094,7.41E-09,1.34E-05,4.00E-10,-1.00E-06,-1.00E-09
20.5,0.75004,-2.24E-08,-1.39E-05,-1.50E-09,-1.26E-05,1.11E-08,17.722,-1.93E-06,-0.013243,4.82E-09,0.0010174,2.87E-10,-0.0093,8.33E-09,1.35E-05,4.00E-10,-1.00E-06,-2.00E-09
20.6,0.74911,-2.24E-08,-1.35E-05,-1.46E-09,-1.27E-05,1.09E-08,17.797,-1.93E-06,-0.013319,4.68E-09,0.0010161,1.39E-09,-0.0093,7.17E-09,1.35E-05,3.00E-10,-1.00E-06,-1.00E-09
20.7,0.74818,-2.25E-08,-1.31E-05,-1.43E-09,-1.28E-05,1.08E-08,17.872,-1.93E-06,-0.013396,4.53E-09,0.0010148,2.48E-09,-0.0092,8.08E-09,1.36E-05,4.00E-10,-1.00E-06,-1.00E-09
20.8,0.74726,-2.25E-08,-1.27E-05,-1.39E-09,-1.29E-05,1.07E-08,17.946,-1.93E-06,-0.013472,4.39E-09,0.0010136,3.56E-09,-0.0093,8.00E-09,1.36E-05,4.00E-10,-1.00E-06,-2.00E-09
20.9,0.74633,-2.25E-08,-1.23E-05,-1.35E-09,-1.30E-05,1.05E-08,18.021,-1.94E-06,-0.013547,4.25E-09,0.0010123,4.63E-09,-0.0092,7.84E-09,1.37E-05,3.00E-10,-2.00E-06,-1.00E-09
21,0.74541,-2.25E-08,-1.19E-05,-1.32E-09,-1.32E-05,1.04E-08,18.096,-1.94E-06,-0.013623,4.12E-09,0.001011,5.69E-09,-0.0092,6.75E-09,1.28E-05,3.00E-10,-1.00E-06,-1.00E-09
21.1,0.74449,-2.26E-08,-1.16E-05,-1.29E-09,-1.33E-05,1.03E-08,18.17,-1.94E-06,-0.013698,3.99E-09,0.0010096,6.73E-09,-0.0092,7.67E-09,1.39E-05,3.00E-10,-1.00E-06,-1.00E-09
21.2,0.74357,-2.26E-08,-1.12E-05,-1.26E-09,-1.34E-05,1.02E-08,18.245,-1.94E-06,-0.013773,3.86E-09,0.0010083,7.76E-09,-0.0091,7.58E-09,1.40E-05,3.00E-10,-1.00E-06,-1.00E-09
21.3,0.74266,-2.26E-08,-1.08E-05,-1.23E-09,-1.35E-05,1.01E-08,18.319,-1.94E-06,-0.013848,3.73E-09,0.001007,8.78E-09,-0.0092,7.50E-09,1.30E-05,3.00E-10,-1.00E-06,-1.60E-09
21.4,0.74174,-2.26E-08,-1.05E-05,-1.20E-09,-1.36E-05,9.94E-09,18.393,-1.94E-06,-0.013923,3.61E-09,0.0010056,9.78E-09,-0.0091,7.37E-09,1.41E-05,3.00E-10,-1.00E-06,-1.20E-09
