t(s),u(m/s),v(m/s),w(m/s),p(deg/s),q(deg/s),r(deg/s),X(m),Y(m),Z(m),phi(deg),theta(deg),psi(deg),Del_s(deg),Del_bp(deg),Del_bs(deg),Del_r(deg),Del_delb,n(RPS),ax(m/s2),ay(m/s2),az(m/s2),alphax(deg/s2),alphay(deg/s2),alphaz(deg/s2)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0
0.1,1,3.40E-13,2.40E-10,3.94E-10,-1.20E-07,7.73E-11,0.1,0,0,0,0,0,0,0,0,0.25,0,111,3.06E-06,3.40E-12,2.40E-09,3.94E-09,-1.20E-06,7.73E-10
0.2,1,1.64E-05,-1.09E-10,0.0001101,7.40E-08,-0.001148,0.2,3.40E-14,0,3.94E-11,-1.20E-08,7.73E-12,0,0,0,0.5,0,111,2.61E-06,0.0001641,-3.49E-09,0.001101,1.94E-06,-0.01148
0.3,1,4.97E-05,-1.19E-09,0.0003257,5.94E-07,-0.003411,0.3,1.64E-06,2.09E-11,1.10E-05,-4.56E-09,-0.0001148,0,0,0,0.75,0,111,1.15E-06,0.0003329,-1.08E-08,0.002156,5.20E-06,-0.02263
0.4,1,0.0001003,-3.22E-09,0.0006419,1.46E-06,-0.006756,0.4,6.41E-06,1.89E-11,4.36E-05,5.50E-08,-0.0004559,0,0,0,1,0,111,-1.48E-06,0.000506,-2.03E-08,0.003162,8.66E-06,-0.03346
0.5,1,0.0001686,-6.52E-09,0.001053,2.70E-06,-0.01115,0.5,1.57E-05,-1.57E-10,0.0001078,2.02E-07,-0.001132,0,0,0,1.25,0,111,-5.42E-06,0.0006832,-3.31E-08,0.004115,1.23E-05,-0.04398
0.6,1,0.0002551,-1.16E-08,0.001555,4.32E-06,-0.01658,0.6,3.05E-05,-8.42E-10,0.0002131,4.73E-07,-0.002247,0,0,0,1.5,0,111,-1.09E-05,0.0008643,-5.10E-08,0.005014,1.63E-05,-0.05421
0.7,1,0.0003599,-1.92E-08,0.00214,6.37E-06,-0.02299,0.7,5.21E-05,-2.67E-09,0.0003686,9.11E-07,-0.003904,0,0,0,1.75,0,111,-1.79E-05,0.001049,-7.62E-08,0.005857,2.04E-05,-0.06414
0.8,1,0.0004837,-3.04E-08,0.002805,8.85E-06,-0.03037,0.8,8.13E-05,-6.71E-09,0.0005826,1.56E-06,-0.006203,0,0,0,2,0,111,-2.67E-05,0.001237,-1.11E-07,0.006642,2.49E-05,-0.0738
0.9,1,0.0006265,-4.62E-08,0.003542,1.18E-05,-0.03869,0.9,0.0001188,-1.47E-08,0.0008631,2.48E-06,-0.00924,0,0,0,2.25,0,111,-3.75E-05,0.001428,-1.59E-07,0.00737,2.95E-05,-0.08319
1,1,0.0007887,-6.84E-08,0.004346,1.52E-05,-0.04792,1,0.0001654,-2.91E-08,0.001217,3.72E-06,-0.01311,0,0,0,2.5,0,111,-5.03E-05,0.001622,-2.22E-07,0.008039,3.43E-05,-0.09232
1.1,1,0.0009706,-9.88E-08,0.005211,1.92E-05,-0.05804,1.1,0.0002213,-5.36E-08,0.001652,5.34E-06,-0.0179,0,0,0,2.75,0,111,-6.52E-05,0.001819,-3.04E-07,0.008651,3.92E-05,-0.1012
1.2,1,0.001172,-1.40E-07,0.006131,2.36E-05,-0.06902,1.2,0.0002872,-9.33E-08,0.002173,7.43E-06,-0.02371,0,0,0,3,0,111,-8.25E-05,0.002018,-4.10E-07,0.009206,4.42E-05,-0.1098
1.3,1,0.001394,-1.94E-07,0.007102,2.85E-05,-0.08084,1.3,0.000363,-1.55E-07,0.002786,1.00E-05,-0.03061,0,0,0,3.25,0,111,-0.0001022,0.00222,-5.42E-07,0.009706,4.91E-05,-0.1182
1.4,0.9999,0.001637,-2.64E-07,0.008117,3.39E-05,-0.09348,1.4,0.0004491,-2.47E-07,0.003496,1.33E-05,-0.03869,0,0,0,3.5,0,111,-0.0001245,0.002424,-7.04E-07,0.01015,5.39E-05,-0.1264
1.5,0.9999,0.0019,-3.55E-07,0.009171,3.97E-05,-0.1069,1.5,0.0005452,-3.81E-07,0.004308,1.72E-05,-0.04804,0,0,0,3.75,0,111,-0.0001495,0.002629,-9.02E-07,0.01054,5.84E-05,-0.1343
1.6,0.9999,0.002183,-4.68E-07,0.01026,4.60E-05,-0.1211,1.6,0.0006513,-5.70E-07,0.005225,2.20E-05,-0.05873,0,0,0,4,0,111,-0.0001772,0.002837,-1.14E-06,0.01088,6.25E-05,-0.1421
1.7,0.9999,0.002488,-6.10E-07,0.01138,5.26E-05,-0.1361,1.7,0.0007672,-8.32E-07,0.006251,2.77E-05,-0.07084,0,0,0,4.25,0,111,-0.0002078,0.003046,-1.42E-06,0.01118,6.61E-05,-0.1496
1.8,0.9999,0.002814,-7.85E-07,0.01252,5.95E-05,-0.1518,1.8,0.0008923,-1.19E-06,0.007389,3.45E-05,-0.08445,0,0,0,4.5,0,111,-0.0002415,0.003256,-1.75E-06,0.01142,6.90E-05,-0.1569
1.9,0.9998,0.00316,-9.97E-07,0.01368,6.66E-05,-0.1682,1.9,0.001026,-1.66E-06,0.008641,4.24E-05,-0.09963,0,0,0,4.75,0,111,-0.0002782,0.003468,-2.13E-06,0.01163,7.11E-05,-0.164
2,0.9998,0.003528,-1.25E-06,0.01486,7.38E-05,-0.1853,2,0.001168,-2.29E-06,0.01001,5.16E-05,-0.1164,0,0,0,5,0,111,-0.0003182,0.00368,-2.56E-06,0.01179,7.22E-05,-0.1709
2.1,0.9998,0.003918,-1.56E-06,0.01605,8.10E-05,-0.203,2.1,0.001318,-3.09E-06,0.01149,6.22E-05,-0.135,0,0,0,5.25,0,111,-0.0003615,0.003894,-3.06E-06,0.01191,7.20E-05,-0.1777
2.2,0.9997,0.004329,-1.92E-06,0.01725,8.80E-05,-0.2215,2.2,0.001474,-4.13E-06,0.0131,7.43E-05,-0.1553,0,0,0,5.5,0,111,-0.0004082,0.004109,-3.62E-06,0.01199,7.05E-05,-0.1842
2.3,0.9997,0.004761,-2.35E-06,0.01845,9.48E-05,-0.2405,2.3,0.001636,-5.43E-06,0.01483,8.82E-05,-0.1774,0,0,0,5.75,0,111,-0.0004584,0.004324,-4.25E-06,0.01204,6.75E-05,-0.1906
2.4,0.9996,0.005215,-2.84E-06,0.01966,0.000101,-0.2602,2.4,0.001803,-7.06E-06,0.01667,0.0001039,-0.2015,0,0,0,6,0,111,-0.0005122,0.00454,-4.96E-06,0.01206,6.26E-05,-0.1969
2.5,0.9996,0.005691,-3.42E-06,0.02087,0.0001066,-0.2805,2.5,0.001973,-9.07E-06,0.01864,0.0001216,-0.2275,0,0,0,6.25,0,111,-0.0005697,0.004756,-5.74E-06,0.01205,5.57E-05,-0.2029
2.6,0.9995,0.006188,-4.08E-06,0.02207,0.0001113,-0.3014,2.6,0.002145,-1.15E-05,0.02072,0.0001414,-0.2555,0,0,0,6.5,0,111,-0.000631,0.004973,-6.60E-06,0.01201,4.66E-05,-0.2088
2.7,0.9994,0.006707,-4.83E-06,0.02326,0.0001148,-0.3228,2.7,0.002318,-1.46E-05,0.02293,0.0001634,-0.2857,0,0,0,6.75,0,111,-0.0006961,0.005189,-7.55E-06,0.01195,3.51E-05,-0.2146
2.8,0.9994,0.007247,-5.69E-06,0.02445,0.0001169,-0.3448,2.8,0.00249,-1.82E-05,0.02526,0.0001878,-0.318,0,0,0,7,0,111,-0.0007652,0.005406,-8.59E-06,0.01187,2.10E-05,-0.2202
2.9,0.9993,0.00781,-6.66E-06,0.02563,0.0001173,-0.3674,2.9,0.002661,-2.25E-05,0.0277,0.0002147,-0.3524,0,0,0,7.25,0,111,-0.0008383,0.005623,-9.73E-06,0.01177,3.88E-06,-0.2256
3,0.9992,0.008394,-7.76E-06,0.02679,0.0001156,-0.3905,3,0.002827,-2.77E-05,0.03026,0.0002442,-0.3892,0,0,0,7.5,0,111,-0.0009155,0.005839,-1.10E-05,0.01165,-1.63E-05,-0.2309
3.1,0.9991,0.008999,-8.99E-06,0.02794,0.0001117,-0.4141,3.099,0.002987,-3.38E-05,0.03294,0.0002764,-0.4282,0,0,0,7.75,0,111,-0.0009968,0.006055,-1.23E-05,0.01152,-3.99E-05,-0.2361
3.2,0.999,0.009626,-1.04E-05,0.02908,0.000105,-0.4382,3.199,0.003141,-4.10E-05,0.03574,0.0003113,-0.4696,0,0,0,8,0,111,-0.001082,0.006271,-1.37E-05,0.01137,-6.70E-05,-0.2411
3.3,0.9989,0.01027,-1.19E-05,0.0302,9.52E-05,-0.4628,3.299,0.003284,-4.95E-05,0.03864,0.0003492,-0.5135,0,0,0,8.25,0,111,-0.001172,0.006487,-1.53E-05,0.01121,-9.80E-05,-0.246
3.4,0.9987,0.01095,-1.36E-05,0.0313,8.18E-05,-0.4879,3.399,0.003417,-5.93E-05,0.04166,0.0003899,-0.5598,0,0,0,8.5,0,111,-0.001267,0.006701,-1.69E-05,0.01105,-0.0001331,-0.2508
3.5,0.9986,0.01164,-1.55E-05,0.03239,6.46E-05,-0.5134,3.499,0.003535,-7.07E-05,0.04479,0.0004336,-0.6085,0,0,0,8.75,0,111,-0.001365,0.006916,-1.87E-05,0.01087,-0.0001724,-0.2554
3.6,0.9985,0.01235,-1.75E-05,0.03346,4.30E-05,-0.5394,3.599,0.003638,-8.38E-05,0.04803,0.0004802,-0.6599,0,0,0,9,0,111,-0.001469,0.007129,-2.06E-05,0.01069,-0.0002164,-0.2599
3.7,0.9983,0.01308,-1.98E-05,0.03451,1.65E-05,-0.5659,3.699,0.003723,-9.88E-05,0.05138,0.0005297,-0.7138,0,0,0,9.25,0,111,-0.001576,0.007341,-2.26E-05,0.01051,-0.0002651,-0.2643
3.8,0.9981,0.01384,-2.23E-05,0.03554,-1.54E-05,-0.5927,3.799,0.003788,-0.0001161,0.05483,0.0005821,-0.7704,0,0,0,9.5,0,111,-0.001689,0.007553,-2.48E-05,0.01032,-0.0003188,-0.2686
3.9,0.998,0.01462,-2.50E-05,0.03656,-5.32E-05,-0.62,3.898,0.00383,-0.0001357,0.05838,0.0006372,-0.8297,0,0,0,9.75,0,111,-0.001806,0.007763,-2.70E-05,0.01013,-0.0003777,-0.2728
4,0.9978,0.01541,-2.79E-05,0.03755,-9.74E-05,-0.6477,3.998,0.003846,-0.000158,0.06204,0.0006951,-0.8917,0,0,0,10,0,111,-0.001928,0.007973,-2.94E-05,0.009946,-0.0004421,-0.2768
4.1,0.9976,0.01623,-3.11E-05,0.03853,-0.0001486,-0.6757,4.098,0.003834,-0.0001832,0.06579,0.0007555,-0.9564,0,0,0,10,0,111,-0.002054,0.008181,-3.20E-05,0.009758,-0.0005122,-0.2807
4.2,0.9973,0.01705,-3.46E-05,0.03938,-0.0002104,-0.7031,4.198,0.003792,-0.0002116,0.06964,0.0008182,-1.024,0,0,0,10,0,111,-0.002117,0.008224,-3.46E-05,0.008476,-0.0006182,-0.2732
4.3,0.9971,0.01788,-3.83E-05,0.0401,-0.0002832,-0.7296,4.298,0.003715,-0.0002435,0.07358,0.0008826,-1.094,0,0,0,10,0,111,-0.002178,0.008262,-3.72E-05,0.007245,-0.0007281,-0.2658
4.4,0.9969,0.01871,-4.22E-05,0.04071,-0.0003674,-0.7555,4.397,0.003598,-0.0002792,0.07759,0.000948,-1.167,0,0,0,10,0,111,-0.002237,0.008295,-3.97E-05,0.006068,-0.0008416,-0.2587
4.5,0.9967,0.01954,-4.65E-05,0.0412,-0.0004633,-0.7807,4.497,0.003437,-0.0003189,0.08166,0.001014,-1.243,0,0,0,10,0,111,-0.002296,0.008322,-4.23E-05,0.004949,-0.0009585,-0.2518
4.6,0.9964,0.02038,-5.10E-05,0.04159,-0.0005711,-0.8052,4.597,0.003229,-0.0003631,0.08578,0.001079,-1.321,0,0,0,10,0,111,-0.002353,0.008345,-4.49E-05,0.003891,-0.001078,-0.2451
4.7,0.9962,0.02121,-5.57E-05,0.04188,-0.0006912,-0.8291,4.696,0.002969,-0.0004119,0.08994,0.001142,-1.401,0,0,0,10,0,111,-0.00241,0.008362,-4.74E-05,0.002896,-0.001201,-0.2386
4.8,0.9959,0.02205,-6.07E-05,0.04208,-0.0008238,-0.8523,4.796,0.002653,-0.0004658,0.09412,0.001203,-1.484,0,0,0,10,0,111,-0.002465,0.008376,-4.99E-05,0.001965,-0.001326,-0.2324
4.9,0.9957,0.02289,-6.59E-05,0.04219,-0.0009691,-0.8749,4.896,0.002278,-0.000525,0.09833,0.001261,-1.57,0,0,0,10,0,111,-0.002519,0.008385,-5.23E-05,0.0011,-0.001453,-0.2263
5,0.9954,0.02373,-7.14E-05,0.04222,-0.001127,-0.897,4.995,0.001838,-0.0005899,0.1025,0.001314,-1.657,0,0,0,10,0,111,-0.002572,0.00839,-5.47E-05,0.0002994,-0.001582,-0.2204
5.1,0.9952,0.02457,-7.71E-05,0.04217,-0.001298,-0.9185,5.095,0.001331,-0.0006608,0.1068,0.001362,-1.747,0,0,0,10,0,111,-0.002624,0.008391,-5.71E-05,-0.0004359,-0.001712,-0.2147
5.2,0.9949,0.0254,-8.31E-05,0.04206,-0.001483,-0.9394,5.194,0.0007534,-0.0007381,0.111,0.001403,-1.839,0,0,0,10,0,111,-0.002675,0.008388,-5.94E-05,-0.001107,-0.001843,-0.2092
5.3,0.9946,0.02624,-8.92E-05,0.04189,-0.00168,-0.9598,5.294,0.0001005,-0.0008221,0.1152,0.001437,-1.933,0,0,0,10,0,111,-0.002725,0.008382,-6.17E-05,-0.001715,-0.001975,-0.2038
5.4,0.9944,0.02708,-9.56E-05,0.04167,-0.001891,-0.9796,5.393,-0.0006309,-0.0009131,0.1194,0.001462,-2.029,0,0,0,10,0,111,-0.002774,0.008372,-6.39E-05,-0.002262,-0.002108,-0.1986
5.5,0.9941,0.02792,-0.0001022,0.04139,-0.002115,-0.999,5.493,-0.001444,-0.001011,0.1235,0.001477,-2.126,0,0,0,10,0,111,-0.002822,0.00836,-6.61E-05,-0.002749,-0.00224,-0.1936
5.6,0.9938,0.02875,-0.000109,0.04107,-0.002352,-1.018,5.592,-0.002343,-0.001118,0.1277,0.00148,-2.226,0,0,0,10,0,111,-0.002869,0.008344,-6.82E-05,-0.003179,-0.002373,-0.1887
5.7,0.9935,0.02958,-0.0001161,0.04072,-0.002603,-1.036,5.692,-0.003331,-0.001232,0.1318,0.001472,-2.328,0,0,0,10,0,111,-0.002915,0.008325,-7.02E-05,-0.003554,-0.002506,-0.184
5.8,0.9932,0.03041,-0.0001233,0.04033,-0.002867,-1.054,5.791,-0.004411,-0.001355,0.1358,0.00145,-2.432,0,0,0,10,0,111,-0.00296,0.008304,-7.22E-05,-0.003877,-0.002638,-0.1794
5.9,0.9929,0.03124,-0.0001307,0.03991,-0.003144,-1.072,5.89,-0.005587,-0.001486,0.1399,0.001413,-2.537,0,0,0,10,0,111,-0.003004,0.008279,-7.42E-05,-0.00415,-0.002769,-0.1749
6,0.9926,0.03207,-0.0001383,0.03948,-0.003433,-1.089,5.99,-0.006861,-0.001627,0.1439,0.001361,-2.644,0,0,0,10,0,111,-0.003048,0.008253,-7.60E-05,-0.004376,-0.002899,-0.1706
6.1,0.9923,0.03289,-0.0001461,0.03902,-0.003736,-1.105,6.089,-0.008237,-0.001777,0.1478,0.001291,-2.753,0,0,0,10,0,111,-0.00309,0.008224,-7.79E-05,-0.004558,-0.003028,-0.1664
6.2,0.992,0.03371,-0.000154,0.03855,-0.004052,-1.122,6.188,-0.009719,-0.001938,0.1517,0.001202,-2.864,0,0,0,10,0,111,-0.003131,0.008192,-7.96E-05,-0.0047,-0.003155,-0.1624
6.3,0.9917,0.03452,-0.0001622,0.03807,-0.00438,-1.137,6.288,-0.01131,-0.002108,0.1556,0.001094,-2.976,0,0,0,10,0,111,-0.003172,0.008159,-8.13E-05,-0.004803,-0.003281,-0.1584
6.4,0.9913,0.03534,-0.0001705,0.03758,-0.00472,-1.153,6.387,-0.01301,-0.002289,0.1594,0.0009648,-3.09,0,0,0,10,0,111,-0.003212,0.008124,-8.30E-05,-0.004872,-0.003406,-0.1546
6.5,0.991,0.03615,-0.0001789,0.03709,-0.005073,-1.168,6.486,-0.01482,-0.002482,0.1631,0.0008134,-3.205,0,0,0,10,0,111,-0.003251,0.008086,-8.46E-05,-0.00491,-0.003528,-0.1508
6.6,0.9907,0.03695,-0.0001875,0.0366,-0.005438,-1.183,6.585,-0.01676,-0.002685,0.1668,0.0006386,-3.322,0,0,0,10,0,111,-0.003289,0.008047,-8.61E-05,-0.004918,-0.003648,-0.1472
6.7,0.9904,0.03775,-0.0001963,0.03611,-0.005815,-1.197,6.684,-0.01881,-0.0029,0.1705,0.0004392,-3.44,0,0,0,10,0,111,-0.003326,0.008006,-8.76E-05,-0.0049,-0.003765,-0.1437
6.8,0.99,0.03855,-0.0002052,0.03562,-0.006203,-1.211,6.783,-0.02098,-0.003128,0.1741,0.0002139,-3.56,0,0,0,10,0,111,-0.003363,0.007964,-8.91E-05,-0.004859,-0.00388,-0.1403
6.9,0.9897,0.03934,-0.0002142,0.03514,-0.006602,-1.225,6.882,-0.02328,-0.003367,0.1777,-3.83E-05,-3.681,0,0,0,10,0,111,-0.003399,0.00792,-9.04E-05,-0.004798,-0.003993,-0.137
7,0.9893,0.04013,-0.0002234,0.03467,-0.007012,-1.238,6.981,-0.02571,-0.00362,0.1812,-0.0003187,-3.803,0,0,0,10,0,111,-0.003433,0.007874,-9.18E-05,-0.004719,-0.004103,-0.1338
7.1,0.989,0.04091,-0.0002327,0.03421,-0.007433,-1.251,7.08,-0.02827,-0.003886,0.1846,-0.0006284,-3.927,0,0,0,10,0,111,-0.003468,0.007828,-9.31E-05,-0.004625,-0.004209,-0.1307
7.2,0.9886,0.04169,-0.0002422,0.03376,-0.007864,-1.264,7.179,-0.03096,-0.004165,0.1881,-0.0009684,-4.052,0,0,0,10,0,111,-0.003501,0.00778,-9.43E-05,-0.004518,-0.004313,-0.1276
7.3,0.9883,0.04246,-0.0002517,0.03332,-0.008306,-1.277,7.278,-0.03379,-0.004458,0.1914,-0.00134,-4.179,0,0,0,10,0,111,-0.003534,0.00773,-9.55E-05,-0.004401,-0.004414,-0.1247
7.4,0.9879,0.04323,-0.0002614,0.03289,-0.008757,-1.289,7.377,-0.03675,-0.004765,0.1948,-0.001744,-4.306,0,0,0,10,0,111,-0.003566,0.00768,-9.67E-05,-0.004274,-0.004512,-0.1218
7.5,0.9876,0.04399,-0.0002712,0.03248,-0.009218,-1.301,7.476,-0.03986,-0.005087,0.1981,-0.002182,-4.435,0,0,0,10,0,111,-0.003597,0.007629,-9.78E-05,-0.004142,-0.004606,-0.119
7.6,0.9872,0.04475,-0.000281,0.03208,-0.009687,-1.312,7.575,-0.04311,-0.005423,0.2013,-0.002654,-4.565,0,0,0,10,0,111,-0.003627,0.007576,-9.89E-05,-0.004004,-0.004697,-0.1163
7.7,0.9868,0.0455,-0.000291,0.03169,-0.01017,-1.324,7.673,-0.04651,-0.005775,0.2045,-0.003161,-4.697,0,0,0,10,0,111,-0.003657,0.007523,-9.99E-05,-0.003864,-0.004785,-0.1137
7.8,0.9865,0.04625,-0.0003011,0.03132,-0.01065,-1.335,7.772,-0.05006,-0.006142,0.2077,-0.003705,-4.829,0,0,0,10,0,111,-0.003686,0.007469,-0.0001009,-0.003722,-0.004869,-0.1111
7.9,0.9861,0.04699,-0.0003113,0.03096,-0.01115,-1.346,7.871,-0.05375,-0.006525,0.2109,-0.004287,-4.962,0,0,0,10,0,111,-0.003714,0.007414,-0.0001018,-0.00358,-0.00495,-0.1086
8,0.9857,0.04772,-0.0003216,0.03062,-0.01165,-1.356,7.97,-0.0576,-0.006924,0.214,-0.004906,-5.097,0,0,0,10,0,111,-0.003742,0.007358,-0.0001027,-0.00344,-0.005027,-0.1062
8.1,0.9853,0.04846,-0.0003319,0.03029,-0.01216,-1.367,8.068,-0.0616,-0.00734,0.217,-0.005565,-5.233,0,0,0,10,0,111,-0.003769,0.007302,-0.0001036,-0.003302,-0.0051,-0.1039
8.2,0.985,0.04918,-0.0003424,0.02997,-0.01268,-1.377,8.167,-0.06576,-0.007773,0.2201,-0.006263,-5.369,0,0,0,10,0,111,-0.003795,0.007245,-0.0001044,-0.003167,-0.00517,-0.1016
8.3,0.9846,0.0499,-0.0003529,0.02967,-0.0132,-1.387,8.265,-0.07008,-0.008222,0.2231,-0.007002,-5.507,0,0,0,10,0,111,-0.003821,0.007188,-0.0001052,-0.003037,-0.005236,-0.09932
8.4,0.9842,0.05061,-0.0003635,0.02937,-0.01373,-1.396,8.364,-0.07457,-0.008689,0.2261,-0.007783,-5.646,0,0,0,10,0,111,-0.003846,0.00713,-0.000106,-0.002912,-0.005299,-0.09714
8.5,0.9838,0.05132,-0.0003742,0.02909,-0.01427,-1.406,8.462,-0.07921,-0.009174,0.229,-0.008605,-5.785,0,0,0,10,0,111,-0.00387,0.007071,-0.0001067,-0.002793,-0.005357,-0.09502
8.6,0.9834,0.05202,-0.0003849,0.02883,-0.01481,-1.415,8.561,-0.08402,-0.009676,0.232,-0.009469,-5.926,0,0,0,10,0,111,-0.003894,0.007012,-0.0001074,-0.00268,-0.005412,-0.09296
8.7,0.983,0.05272,-0.0003957,0.02857,-0.01535,-1.424,8.659,-0.089,-0.0102,0.2349,-0.01038,-6.067,0,0,0,10,0,111,-0.003917,0.006953,-0.0001081,-0.002574,-0.005462,-0.09095
8.8,0.9826,0.0534,-0.0004066,0.02832,-0.01591,-1.433,8.757,-0.09415,-0.01074,0.2377,-0.01133,-6.21,0,0,0,10,0,111,-0.00394,0.006893,-0.0001087,-0.002476,-0.00551,-0.08899
8.9,0.9822,0.05409,-0.0004175,0.02808,-0.01646,-1.442,8.855,-0.09947,-0.0113,0.2406,-0.01232,-6.353,0,0,0,10,0,111,-0.003962,0.006833,-0.0001093,-0.002385,-0.005553,-0.08709
9,0.9818,0.05477,-0.0004285,0.02785,-0.01702,-1.45,8.954,-0.105,-0.01187,0.2434,-0.01337,-6.497,0,0,0,10,0,111,-0.003983,0.006773,-0.0001099,-0.002301,-0.005593,-0.08523
9.1,0.9814,0.05544,-0.0004396,0.02763,-0.01758,-1.459,9.052,-0.1106,-0.01247,0.2463,-0.01445,-6.642,0,0,0,10,0,111,-0.004004,0.006713,-0.0001104,-0.002226,-0.005629,-0.08342
9.2,0.981,0.0561,-0.0004506,0.02741,-0.01815,-1.467,9.15,-0.1165,-0.01309,0.2491,-0.01558,-6.788,0,0,0,10,0,111,-0.004024,0.006652,-0.0001109,-0.002158,-0.005661,-0.08166
9.3,0.9806,0.05676,-0.0004618,0.0272,-0.01872,-1.475,9.248,-0.1225,-0.01372,0.2518,-0.01676,-6.935,0,0,0,10,0,111,-0.004044,0.006591,-0.0001113,-0.002098,-0.00569,-0.07994
9.4,0.9802,0.05741,-0.0004729,0.027,-0.01929,-1.483,9.346,-0.1287,-0.01438,0.2546,-0.01798,-7.082,0,0,0,10,0,111,-0.004063,0.00653,-0.0001117,-0.002046,-0.005715,-0.07827
9.5,0.9798,0.05806,-0.0004842,0.0268,-0.01986,-1.49,9.444,-0.1351,-0.01506,0.2574,-0.01925,-7.231,0,0,0,10,0,111,-0.004082,0.006469,-0.0001121,-0.002001,-0.005736,-0.07663
9.6,0.9794,0.0587,-0.0004954,0.0266,-0.02044,-1.498,9.542,-0.1417,-0.01576,0.2601,-0.02057,-7.38,0,0,0,10,0,111,-0.0041,0.006408,-0.0001125,-0.001964,-0.005754,-0.07504
9.7,0.979,0.05934,-0.0005067,0.02641,-0.02102,-1.505,9.64,-0.1484,-0.01647,0.2628,-0.02193,-7.53,0,0,0,10,0,111,-0.004117,0.006346,-0.0001128,-0.001934,-0.005769,-0.07349
9.8,0.9786,0.05996,-0.000518,0.02622,-0.02159,-1.512,9.738,-0.1554,-0.01721,0.2655,-0.02334,-7.68,0,0,0,10,0,111,-0.004134,0.006285,-0.0001131,-0.001911,-0.00578,-0.07198
9.9,0.9782,0.06059,-0.0005293,0.02603,-0.02217,-1.52,9.836,-0.1625,-0.01798,0.2682,-0.0248,-7.831,0,0,0,10,0,111,-0.00415,0.006224,-0.0001134,-0.001894,-0.005787,-0.0705
10,0.9778,0.0612,-0.0005407,0.02584,-0.02275,-1.526,9.933,-0.1698,-0.01876,0.2709,-0.02631,-7.983,0,0,0,10,0,111,-0.004166,0.006163,-0.0001136,-0.001884,-0.005791,-0.06906
10.1,0.9773,0.06181,-0.0005521,0.02565,-0.02333,-1.533,10.03,-0.1774,-0.01957,0.2735,-0.02786,-8.136,0,0,0,10,0,111,-0.004182,0.006102,-0.0001139,-0.001879,-0.005792,-0.06765
10.2,0.9769,0.06242,-0.0005635,0.02547,-0.02391,-1.54,10.13,-0.1851,-0.02039,0.2761,-0.02946,-8.289,0,0,0,10,0,111,-0.004197,0.00604,-0.0001141,-0.00188,-0.00579,-0.06628
10.3,0.9765,0.06302,-0.0005749,0.02528,-0.02449,-1.546,10.23,-0.193,-0.02124,0.2788,-0.03111,-8.443,0,0,0,10,0,111,-0.004211,0.005979,-0.0001142,-0.001887,-0.005784,-0.06494
10.4,0.9761,0.06361,-0.0005864,0.02509,-0.02507,-1.553,10.32,-0.2011,-0.02212,0.2814,-0.03281,-8.598,0,0,0,10,0,111,-0.004225,0.005919,-0.0001144,-0.001898,-0.005775,-0.06363
10.5,0.9756,0.06419,-0.0005978,0.0249,-0.02564,-1.559,10.42,-0.2094,-0.02301,0.284,-0.03455,-8.753,0,0,0,10,0,111,-0.004239,0.005858,-0.0001145,-0.001914,-0.005764,-0.06235
10.6,0.9752,0.06477,-0.0006093,0.0247,-0.02622,-1.565,10.52,-0.2179,-0.02393,0.2866,-0.03634,-8.909,0,0,0,10,0,111,-0.004252,0.005797,-0.0001146,-0.001933,-0.005749,-0.0611
10.7,0.9748,0.06535,-0.0006207,0.02451,-0.02679,-1.571,10.62,-0.2266,-0.02487,0.2891,-0.03818,-9.066,0,0,0,10,0,111,-0.004264,0.005737,-0.0001147,-0.001957,-0.005731,-0.05989
10.8,0.9744,0.06591,-0.0006322,0.02431,-0.02736,-1.577,10.71,-0.2355,-0.02584,0.2917,-0.04007,-9.223,0,0,0,10,0,111,-0.004277,0.005677,-0.0001148,-0.001983,-0.00571,-0.0587
10.9,0.9739,0.06648,-0.0006437,0.02411,-0.02793,-1.583,10.81,-0.2446,-0.02682,0.2942,-0.042,-9.38,0,0,0,10,0,111,-0.004288,0.005617,-0.0001148,-0.002013,-0.005687,-0.05753
11,0.9735,0.06703,-0.0006552,0.0239,-0.0285,-1.588,10.91,-0.2539,-0.02784,0.2968,-0.04398,-9.539,0,0,0,10,0,111,-0.0043,0.005557,-0.0001149,-0.002045,-0.005661,-0.0564
11.1,0.9731,0.06758,-0.0006667,0.02369,-0.02906,-1.594,11,-0.2634,-0.02887,0.2993,-0.04601,-9.698,0,0,0,10,0,111,-0.004311,0.005497,-0.0001149,-0.00208,-0.005632,-0.05529
11.2,0.9726,0.06812,-0.0006782,0.02348,-0.02962,-1.599,11.1,-0.2732,-0.02993,0.3018,-0.04808,-9.857,0,0,0,10,0,111,-0.004321,0.005438,-0.0001149,-0.002116,-0.005601,-0.0542
11.3,0.9722,0.06866,-0.0006897,0.02327,-0.03018,-1.605,11.2,-0.2831,-0.03102,0.3043,-0.0502,-10.02,0,0,0,10,0,111,-0.004331,0.005379,-0.0001149,-0.002154,-0.005567,-0.05314
11.4,0.9718,0.06919,-0.0007011,0.02305,-0.03073,-1.61,11.3,-0.2933,-0.03213,0.3067,-0.05237,-10.18,0,0,0,10,0,111,-0.004341,0.00532,-0.0001148,-0.002193,-0.00553,-0.0521
