t(s),u(m/s),v(m/s),w(m/s),p(deg/s),q(deg/s),r(deg/s),X(m),Y(m),Z(m),phi(deg),theta(deg),psi(deg),Del_s(deg),Del_bp(deg),Del_bs(deg),Del_r(deg),Del_delb,n(RPS),ax(m/s2),ay(m/s2),az(m/s2),alphax(deg/s2),alphay(deg/s2),alphaz(deg/s2)
910,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.58,-25.4,7.22,0.4375,-0.8277,-1531,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
910.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.59,-25.48,7.211,0.4375,-0.8277,-1531,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
910.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.6,-25.56,7.202,0.4375,-0.8277,-1531,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
910.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.61,-25.64,7.194,0.4375,-0.8277,-1531,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
910.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.61,-25.73,7.185,0.4375,-0.8277,-1532,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
910.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.62,-25.81,7.177,0.4375,-0.8277,-1532,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
910.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.63,-25.89,7.168,0.4375,-0.8277,-1532,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
910.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.64,-25.97,7.16,0.4375,-0.8277,-1532,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
910.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.64,-26.05,7.151,0.4375,-0.8277,-1532,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
910.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.65,-26.14,7.143,0.4375,-0.8277,-1532,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
911,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.66,-26.22,7.134,0.4375,-0.8277,-1533,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
911.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.66,-26.3,7.125,0.4375,-0.8277,-1533,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
911.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.67,-26.38,7.117,0.4375,-0.8277,-1533,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
911.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.67,-26.46,7.108,0.4375,-0.8277,-1533,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
911.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.68,-26.54,7.1,0.4375,-0.8277,-1533,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
911.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.68,-26.63,7.091,0.4375,-0.8277,-1533,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
911.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.69,-26.71,7.083,0.4375,-0.8277,-1534,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
911.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.69,-26.79,7.074,0.4375,-0.8277,-1534,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
911.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-26.87,7.066,0.4375,-0.8277,-1534,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
911.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-26.95,7.057,0.4375,-0.8277,-1534,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
912,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-27.04,7.048,0.4375,-0.8277,-1534,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
912.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-27.12,7.04,0.4375,-0.8277,-1534,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
912.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-27.2,7.031,0.4375,-0.8277,-1535,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
912.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.28,7.023,0.4375,-0.8277,-1535,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
912.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.36,7.014,0.4375,-0.8277,-1535,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
912.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.45,7.006,0.4375,-0.8277,-1535,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
912.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-27.53,6.997,0.4375,-0.8277,-1535,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
912.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.61,6.989,0.4375,-0.8277,-1535,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
912.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.69,6.98,0.4375,-0.8277,-1536,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
912.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.78,6.972,0.4375,-0.8277,-1536,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
913,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.86,6.963,0.4375,-0.8277,-1536,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
913.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-27.94,6.955,0.4375,-0.8277,-1536,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
913.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.02,6.946,0.4375,-0.8277,-1536,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
913.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.1,6.938,0.4375,-0.8277,-1536,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
913.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.19,6.929,0.4375,-0.8277,-1537,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
913.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.27,6.921,0.4375,-0.8277,-1537,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
913.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.35,6.912,0.4375,-0.8277,-1537,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
913.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.43,6.904,0.4375,-0.8277,-1537,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
913.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.51,6.895,0.4375,-0.8277,-1537,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
913.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.6,6.887,0.4375,-0.8277,-1537,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
914,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.68,6.878,0.4375,-0.8277,-1538,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
914.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.76,6.87,0.4375,-0.8277,-1538,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
914.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.84,6.861,0.4375,-0.8277,-1538,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
914.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-28.92,6.853,0.4375,-0.8277,-1538,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
914.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.73,-29.01,6.844,0.4375,-0.8277,-1538,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
914.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-29.09,6.836,0.4375,-0.8277,-1538,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
914.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-29.17,6.827,0.4375,-0.8277,-1539,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
914.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-29.25,6.819,0.4375,-0.8277,-1539,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
914.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.72,-29.33,6.81,0.4375,-0.8277,-1539,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
914.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-29.42,6.802,0.4375,-0.8277,-1539,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
915,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-29.5,6.793,0.4375,-0.8277,-1539,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
915.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.71,-29.58,6.785,0.4375,-0.8277,-1539,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
915.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-29.66,6.777,0.4375,-0.8277,-1540,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
915.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.7,-29.75,6.768,0.4375,-0.8277,-1540,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
915.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.69,-29.83,6.76,0.4375,-0.8277,-1540,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
915.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.69,-29.91,6.751,0.4375,-0.8277,-1540,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
915.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.68,-29.99,6.743,0.4375,-0.8277,-1540,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
915.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.68,-30.07,6.734,0.4375,-0.8277,-1541,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
915.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.67,-30.15,6.726,0.4375,-0.8277,-1541,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
915.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.67,-30.24,6.718,0.4375,-0.8277,-1541,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
916,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.66,-30.32,6.709,0.4375,-0.8277,-1541,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
916.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.66,-30.4,6.701,0.4375,-0.8277,-1541,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
916.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.65,-30.48,6.692,0.4375,-0.8277,-1541,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
916.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.64,-30.56,6.684,0.4375,-0.8277,-1542,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
916.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.64,-30.65,6.676,0.4375,-0.8277,-1542,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
916.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.63,-30.73,6.667,0.4375,-0.8277,-1542,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
916.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.62,-30.81,6.659,0.4375,-0.8277,-1542,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
916.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.62,-30.89,6.651,0.4375,-0.8277,-1542,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
916.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.61,-30.97,6.642,0.4375,-0.8277,-1542,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
916.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.6,-31.05,6.634,0.4375,-0.8277,-1543,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
917,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.59,-31.14,6.626,0.4375,-0.8277,-1543,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
917.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.58,-31.22,6.617,0.4375,-0.8277,-1543,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
917.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.58,-31.3,6.609,0.4375,-0.8277,-1543,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
917.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.57,-31.38,6.601,0.4375,-0.8277,-1543,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
917.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.56,-31.46,6.592,0.4375,-0.8277,-1543,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
917.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.55,-31.54,6.584,0.4375,-0.8277,-1544,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
917.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.54,-31.63,6.576,0.4375,-0.8277,-1544,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
917.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.53,-31.71,6.567,0.4375,-0.8277,-1544,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
917.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.52,-31.79,6.559,0.4375,-0.8277,-1544,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
917.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.51,-31.87,6.551,0.4375,-0.8277,-1544,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
918,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.5,-31.95,6.543,0.4375,-0.8277,-1544,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
918.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.49,-32.03,6.534,0.4375,-0.8277,-1545,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
918.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.48,-32.11,6.526,0.4375,-0.8277,-1545,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
918.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.46,-32.2,6.518,0.4375,-0.8277,-1545,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
918.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.45,-32.28,6.51,0.4375,-0.8277,-1545,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
918.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.44,-32.36,6.501,0.4375,-0.8277,-1545,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
918.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.43,-32.44,6.493,0.4375,-0.8277,-1545,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
918.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.42,-32.52,6.485,0.4375,-0.8277,-1546,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
918.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.4,-32.6,6.477,0.4375,-0.8277,-1546,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
918.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.39,-32.68,6.468,0.4375,-0.8277,-1546,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
919,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.38,-32.76,6.46,0.4375,-0.8277,-1546,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
919.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.37,-32.85,6.452,0.4375,-0.8277,-1546,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
919.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.35,-32.93,6.444,0.4375,-0.8277,-1546,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
919.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.34,-33.01,6.436,0.4375,-0.8277,-1547,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
919.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.32,-33.09,6.428,0.4375,-0.8277,-1547,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
919.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.31,-33.17,6.419,0.4375,-0.8277,-1547,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
919.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.3,-33.25,6.411,0.4375,-0.8277,-1547,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
919.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.28,-33.33,6.403,0.4375,-0.8277,-1547,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
919.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.27,-33.41,6.395,0.4375,-0.8277,-1547,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
919.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.25,-33.49,6.387,0.4375,-0.8277,-1548,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
920,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.24,-33.57,6.379,0.4375,-0.8277,-1548,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
920.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.22,-33.65,6.371,0.4375,-0.8277,-1548,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
920.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.2,-33.73,6.362,0.4375,-0.8277,-1548,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
920.3,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.19,-33.81,6.354,0.4375,-0.8277,-1548,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
920.4,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.17,-33.9,6.346,0.4375,-0.8277,-1548,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
920.5,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.16,-33.98,6.338,0.4375,-0.8277,-1549,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
920.6,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.14,-34.06,6.33,0.4375,-0.8277,-1549,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
920.7,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.12,-34.14,6.322,0.4375,-0.8277,-1549,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
920.8,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.1,-34.22,6.314,0.4375,-0.8277,-1549,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
920.9,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.09,-34.3,6.306,0.4375,-0.8277,-1549,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
921,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.07,-34.38,6.298,0.4375,-0.8277,-1549,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
921.1,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.05,-34.46,6.29,0.4375,-0.8277,-1550,0,0,0,10,0,111,-4.93E-16,-6.75E-17,2.15E-18,-3.01E-17,-5.86E-18,9.44E-16
921.2,0.8153,0.09747,-0.003096,-0.02433,-0.01286,-1.684,38.03,-34.54,6.282,0.4375,-0.8277,-1550,0,0,0,10,0,111,-4.93E-16,-6.74E-17,2.15E-18,1.94E-17,-5.88E-18,9.44E-16
