t(s),u(m/s),v(m/s),w(m/s),p(deg/s),q(deg/s),r(deg/s),X(m),Y(m),Z(m),phi(deg),theta(deg),psi(deg),Del_s(deg),Del_bp(deg),Del_bs(deg),Del_r(deg),Del_delb,n(RPS),ax(m/s2),ay(m/s2),az(m/s2),alphax(deg/s2),alphay(deg/s2),alphaz(deg/s2)
66.6,0.8116,0.1402,-0.006244,-0.07279,-0.02939,-2.46,21.26,-36.41,-5.033,0.7985,-1.631,-158.4,0,0,0,15,0,111,0,0,0,0,0,0
66.7,0.8116,0.1402,-0.006244,-0.07274,-0.02938,-2.46,21.19,-36.45,-5.036,0.7983,-1.631,-158.7,0,0,0,15,0,111,0,0,0,0,0,0
66.8,0.8115,0.1402,-0.006243,-0.0727,-0.02937,-2.46,21.12,-36.49,-5.039,0.798,-1.63,-158.9,0,0,0,15,0,111,0,0,0,0,0,0
66.9,0.8114,0.1402,-0.006242,-0.07266,-0.02935,-2.459,21.05,-36.54,-5.042,0.7977,-1.63,-159.2,0,0,0,15,0,111,0,0,0,0,0,0
67,0.8113,0.1401,-0.006241,-0.07262,-0.02934,-2.459,20.98,-36.58,-5.044,0.7975,-1.629,-159.4,0,0,0,15,0,111,0,0,0,0,0,0
67.1,0.8112,0.1401,-0.00624,-0.07258,-0.02933,-2.459,20.91,-36.62,-5.047,0.7972,-1.629,-159.7,0,0,0,15,0,111,0,0,0,0,0,0
67.2,0.8111,0.1401,-0.006239,-0.07254,-0.02932,-2.458,20.84,-36.66,-5.05,0.7969,-1.628,-159.9,0,0,0,15,0,111,0,0,0,0,0,0
67.3,0.811,0.1401,-0.006238,-0.0725,-0.0293,-2.458,20.77,-36.7,-5.052,0.7967,-1.628,-160.2,0,0,0,15,0,111,0,0,0,0,0,0
67.4,0.8109,0.14,-0.006237,-0.07246,-0.02929,-2.457,20.69,-36.74,-5.054,0.7964,-1.627,-160.4,0,0,0,15,0,111,0,0,0,0,0,0
67.5,0.8108,0.14,-0.006237,-0.07242,-0.02928,-2.457,20.62,-36.78,-5.057,0.7961,-1.627,-160.7,0,0,0,15,0,111,0,0,0,0,0,0
67.6,0.8107,0.14,-0.006236,-0.07238,-0.02927,-2.457,20.55,-36.82,-5.059,0.7959,-1.626,-160.9,0,0,0,15,0,111,0,0,0,0,0,0
67.7,0.8107,0.14,-0.006235,-0.07234,-0.02926,-2.456,20.48,-36.86,-5.061,0.7956,-1.626,-161.2,0,0,0,15,0,111,0,0,0,0,0,0
67.8,0.8106,0.1399,-0.006234,-0.0723,-0.02925,-2.456,20.41,-36.9,-5.064,0.7953,-1.625,-161.4,0,0,0,15,0,111,0,0,0,0,0,0
67.9,0.8105,0.1399,-0.006233,-0.07226,-0.02924,-2.456,20.33,-36.94,-5.066,0.7951,-1.625,-161.6,0,0,0,15,0,111,0,0,0,0,0,0
68,0.8104,0.1399,-0.006232,-0.07222,-0.02923,-2.455,20.26,-36.98,-5.068,0.7948,-1.624,-161.9,0,0,0,15,0,111,0,0,0,0,0,0
68.1,0.8103,0.1399,-0.006231,-0.07218,-0.02921,-2.455,20.19,-37.02,-5.07,0.7946,-1.624,-162.1,0,0,0,15,0,111,0,0,0,0,0,0
68.2,0.8102,0.1398,-0.00623,-0.07214,-0.0292,-2.455,20.12,-37.06,-5.072,0.7943,-1.623,-162.4,0,0,0,15,0,111,0,0,0,0,0,0
68.3,0.8101,0.1398,-0.006229,-0.0721,-0.02919,-2.454,20.04,-37.09,-5.074,0.794,-1.623,-162.6,0,0,0,15,0,111,0,0,0,0,0,0
68.4,0.8101,0.1398,-0.006228,-0.07206,-0.02918,-2.454,19.97,-37.13,-5.076,0.7938,-1.622,-162.9,0,0,0,15,0,111,0,0,0,0,0,0
68.5,0.81,0.1398,-0.006227,-0.07202,-0.02917,-2.453,19.9,-37.17,-5.077,0.7935,-1.622,-163.1,0,0,0,15,0,111,0,0,0,0,0,0
68.6,0.8099,0.1397,-0.006227,-0.07198,-0.02917,-2.453,19.82,-37.2,-5.079,0.7933,-1.621,-163.4,0,0,0,15,0,111,0,0,0,0,0,0
68.7,0.8098,0.1397,-0.006226,-0.07194,-0.02916,-2.453,19.75,-37.24,-5.081,0.793,-1.621,-163.6,0,0,0,15,0,111,0,0,0,0,0,0
68.8,0.8097,0.1397,-0.006225,-0.0719,-0.02915,-2.452,19.68,-37.28,-5.082,0.7928,-1.62,-163.9,0,0,0,15,0,111,0,0,0,0,0,0
68.9,0.8096,0.1397,-0.006224,-0.07186,-0.02914,-2.452,19.6,-37.31,-5.084,0.7925,-1.62,-164.1,0,0,0,15,0,111,0,0,0,0,0,0
69,0.8096,0.1396,-0.006223,-0.07182,-0.02913,-2.452,19.53,-37.35,-5.086,0.7923,-1.619,-164.3,0,0,0,15,0,111,0,0,0,0,0,0
69.1,0.8095,0.1396,-0.006222,-0.07178,-0.02912,-2.451,19.45,-37.38,-5.087,0.792,-1.619,-164.6,0,0,0,15,0,111,0,0,0,0,0,0
69.2,0.8094,0.1396,-0.006221,-0.07174,-0.02911,-2.451,19.38,-37.42,-5.088,0.7918,-1.618,-164.8,0,0,0,15,0,111,0,0,0,0,0,0
69.3,0.8093,0.1396,-0.00622,-0.0717,-0.0291,-2.451,19.3,-37.45,-5.09,0.7915,-1.618,-165.1,0,0,0,15,0,111,0,0,0,0,0,0
69.4,0.8092,0.1396,-0.006219,-0.07166,-0.0291,-2.45,19.23,-37.49,-5.091,0.7913,-1.617,-165.3,0,0,0,15,0,111,0,0,0,0,0,0
69.5,0.8091,0.1395,-0.006218,-0.07162,-0.02909,-2.45,19.16,-37.52,-5.092,0.791,-1.617,-165.6,0,0,0,15,0,111,0,0,0,0,0,0
69.6,0.8091,0.1395,-0.006217,-0.07159,-0.02908,-2.45,19.08,-37.55,-5.093,0.7908,-1.617,-165.8,0,0,0,15,0,111,0,0,0,0,0,0
69.7,0.809,0.1395,-0.006216,-0.07155,-0.02907,-2.449,19.01,-37.59,-5.095,0.7905,-1.616,-166.1,0,0,0,15,0,111,0,0,0,0,0,0
69.8,0.8089,0.1395,-0.006215,-0.07151,-0.02906,-2.449,18.93,-37.62,-5.096,0.7903,-1.616,-166.3,0,0,0,15,0,111,0,0,0,0,0,0
69.9,0.8088,0.1394,-0.006214,-0.07147,-0.02906,-2.449,18.85,-37.65,-5.097,0.7901,-1.615,-166.6,0,0,0,15,0,111,0,0,0,0,0,0
70,0.8087,0.1394,-0.006213,-0.07143,-0.02905,-2.448,18.78,-37.68,-5.098,0.7898,-1.615,-166.8,0,0,0,15,0,111,0,0,0,0,0,0
70.1,0.8087,0.1394,-0.006212,-0.07139,-0.02904,-2.448,18.7,-37.72,-5.098,0.7896,-1.614,-167,0,0,0,15,0,111,0,0,0,0,0,0
70.2,0.8086,0.1394,-0.006212,-0.07136,-0.02904,-2.448,18.63,-37.75,-5.099,0.7893,-1.614,-167.3,0,0,0,15,0,111,0,0,0,0,0,0
70.3,0.8085,0.1394,-0.006211,-0.07132,-0.02903,-2.447,18.55,-37.78,-5.1,0.7891,-1.613,-167.5,0,0,0,15,0,111,0,0,0,0,0,0
70.4,0.8084,0.1393,-0.00621,-0.07128,-0.02902,-2.447,18.48,-37.81,-5.101,0.7889,-1.613,-167.8,0,0,0,15,0,111,0,0,0,0,0,0
70.5,0.8084,0.1393,-0.006209,-0.07124,-0.02902,-2.447,18.4,-37.84,-5.101,0.7886,-1.612,-168,0,0,0,15,0,111,0,0,0,0,0,0
70.6,0.8083,0.1393,-0.006208,-0.0712,-0.02901,-2.446,18.32,-37.87,-5.102,0.7884,-1.612,-168.3,0,0,0,15,0,111,0,0,0,0,0,0
70.7,0.8082,0.1393,-0.006207,-0.07117,-0.029,-2.446,18.25,-37.9,-5.103,0.7881,-1.611,-168.5,0,0,0,15,0,111,0,0,0,0,0,0
70.8,0.8081,0.1392,-0.006206,-0.07113,-0.029,-2.446,18.17,-37.93,-5.103,0.7879,-1.611,-168.8,0,0,0,15,0,111,0,0,0,0,0,0
70.9,0.8081,0.1392,-0.006205,-0.07109,-0.02899,-2.445,18.09,-37.96,-5.103,0.7877,-1.61,-169,0,0,0,15,0,111,0,0,0,0,0,0
71,0.808,0.1392,-0.006204,-0.07105,-0.02899,-2.445,18.02,-37.99,-5.104,0.7874,-1.61,-169.2,0,0,0,15,0,111,0,0,0,0,0,0
71.1,0.8079,0.1392,-0.006203,-0.07102,-0.02898,-2.445,17.94,-38.02,-5.104,0.7872,-1.61,-169.5,0,0,0,15,0,111,0,0,0,0,0,0
71.2,0.8078,0.1392,-0.006202,-0.07098,-0.02898,-2.444,17.86,-38.05,-5.104,0.787,-1.609,-169.7,0,0,0,15,0,111,0,0,0,0,0,0
71.3,0.8078,0.1391,-0.006201,-0.07094,-0.02897,-2.444,17.79,-38.07,-5.105,0.7868,-1.609,-170,0,0,0,15,0,111,0,0,0,0,0,0
71.4,0.8077,0.1391,-0.0062,-0.07091,-0.02896,-2.444,17.71,-38.1,-5.105,0.7865,-1.608,-170.2,0,0,0,15,0,111,0,0,0,0,0,0
71.5,0.8076,0.1391,-0.006199,-0.07087,-0.02896,-2.443,17.63,-38.13,-5.105,0.7863,-1.608,-170.5,0,0,0,15,0,111,0,0,0,0,0,0
71.6,0.8075,0.1391,-0.006198,-0.07083,-0.02895,-2.443,17.56,-38.16,-5.105,0.7861,-1.607,-170.7,0,0,0,15,0,111,0,0,0,0,0,0
71.7,0.8075,0.139,-0.006197,-0.0708,-0.02895,-2.443,17.48,-38.18,-5.105,0.7858,-1.607,-171,0,0,0,15,0,111,0,0,0,0,0,0
71.8,0.8074,0.139,-0.006196,-0.07076,-0.02894,-2.443,17.4,-38.21,-5.105,0.7856,-1.606,-171.2,0,0,0,15,0,111,0,0,0,0,0,0
71.9,0.8073,0.139,-0.006195,-0.07072,-0.02894,-2.442,17.32,-38.23,-5.104,0.7854,-1.606,-171.4,0,0,0,15,0,111,0,0,0,0,0,0
72,0.8073,0.139,-0.006194,-0.07069,-0.02894,-2.442,17.25,-38.26,-5.104,0.7852,-1.605,-171.7,0,0,0,15,0,111,0,0,0,0,0,0
72.1,0.8072,0.139,-0.006193,-0.07065,-0.02893,-2.442,17.17,-38.29,-5.104,0.7849,-1.605,-171.9,0,0,0,15,0,111,0,0,0,0,0,0
72.2,0.8071,0.1389,-0.006192,-0.07062,-0.02893,-2.441,17.09,-38.31,-5.104,0.7847,-1.605,-172.2,0,0,0,15,0,111,0,0,0,0,0,0
72.3,0.807,0.1389,-0.006191,-0.07058,-0.02892,-2.441,17.01,-38.33,-5.103,0.7845,-1.604,-172.4,0,0,0,15,0,111,0,0,0,0,0,0
72.4,0.807,0.1389,-0.00619,-0.07054,-0.02892,-2.441,16.93,-38.36,-5.103,0.7843,-1.604,-172.7,0,0,0,15,0,111,0,0,0,0,0,0
72.5,0.8069,0.1389,-0.006189,-0.07051,-0.02892,-2.44,16.85,-38.38,-5.102,0.7841,-1.603,-172.9,0,0,0,15,0,111,0,0,0,0,0,0
72.6,0.8068,0.1389,-0.006188,-0.07047,-0.02891,-2.44,16.78,-38.41,-5.102,0.7838,-1.603,-173.2,0,0,0,15,0,111,0,0,0,0,0,0
72.7,0.8068,0.1388,-0.006187,-0.07044,-0.02891,-2.44,16.7,-38.43,-5.101,0.7836,-1.602,-173.4,0,0,0,15,0,111,0,0,0,0,0,0
72.8,0.8067,0.1388,-0.006186,-0.0704,-0.0289,-2.44,16.62,-38.45,-5.1,0.7834,-1.602,-173.6,0,0,0,15,0,111,0,0,0,0,0,0
72.9,0.8066,0.1388,-0.006185,-0.07037,-0.0289,-2.439,16.54,-38.47,-5.1,0.7832,-1.601,-173.9,0,0,0,15,0,111,0,0,0,0,0,0
73,0.8066,0.1388,-0.006185,-0.07033,-0.0289,-2.439,16.46,-38.5,-5.099,0.783,-1.601,-174.1,0,0,0,15,0,111,0,0,0,0,0,0
73.1,0.8065,0.1388,-0.006184,-0.07029,-0.02889,-2.439,16.38,-38.52,-5.098,0.7827,-1.6,-174.4,0,0,0,15,0,111,0,0,0,0,0,0
73.2,0.8064,0.1387,-0.006183,-0.07026,-0.02889,-2.438,16.3,-38.54,-5.097,0.7825,-1.6,-174.6,0,0,0,15,0,111,0,0,0,0,0,0
73.3,0.8064,0.1387,-0.006182,-0.07022,-0.02889,-2.438,16.23,-38.56,-5.096,0.7823,-1.6,-174.9,0,0,0,15,0,111,0,0,0,0,0,0
73.4,0.8063,0.1387,-0.006181,-0.07019,-0.02889,-2.438,16.15,-38.58,-5.095,0.7821,-1.599,-175.1,0,0,0,15,0,111,0,0,0,0,0,0
73.5,0.8062,0.1387,-0.00618,-0.07016,-0.02888,-2.438,16.07,-38.6,-5.094,0.7819,-1.599,-175.4,0,0,0,15,0,111,0,0,0,0,0,0
73.6,0.8062,0.1387,-0.006179,-0.07012,-0.02888,-2.437,15.99,-38.62,-5.093,0.7817,-1.598,-175.6,0,0,0,15,0,111,0,0,0,0,0,0
73.7,0.8061,0.1386,-0.006178,-0.07009,-0.02888,-2.437,15.91,-38.64,-5.092,0.7815,-1.598,-175.8,0,0,0,15,0,111,0,0,0,0,0,0
73.8,0.806,0.1386,-0.006177,-0.07005,-0.02887,-2.437,15.83,-38.66,-5.09,0.7813,-1.597,-176.1,0,0,0,15,0,111,0,0,0,0,0,0
73.9,0.806,0.1386,-0.006176,-0.07002,-0.02887,-2.436,15.75,-38.68,-5.089,0.781,-1.597,-176.3,0,0,0,15,0,111,0,0,0,0,0,0
74,0.8059,0.1386,-0.006175,-0.06998,-0.02887,-2.436,15.67,-38.7,-5.088,0.7808,-1.597,-176.6,0,0,0,15,0,111,0,0,0,0,0,0
74.1,0.8058,0.1386,-0.006174,-0.06995,-0.02887,-2.436,15.59,-38.72,-5.086,0.7806,-1.596,-176.8,0,0,0,15,0,111,0,0,0,0,0,0
74.2,0.8058,0.1385,-0.006173,-0.06991,-0.02887,-2.436,15.51,-38.74,-5.085,0.7804,-1.596,-177.1,0,0,0,15,0,111,0,0,0,0,0,0
74.3,0.8057,0.1385,-0.006172,-0.06988,-0.02886,-2.435,15.43,-38.76,-5.083,0.7802,-1.595,-177.3,0,0,0,15,0,111,0,0,0,0,0,0
74.4,0.8056,0.1385,-0.006171,-0.06985,-0.02886,-2.435,15.35,-38.77,-5.082,0.78,-1.595,-177.5,0,0,0,15,0,111,0,0,0,0,0,0
74.5,0.8056,0.1385,-0.00617,-0.06981,-0.02886,-2.435,15.27,-38.79,-5.08,0.7798,-1.594,-177.8,0,0,0,15,0,111,0,0,0,0,0,0
74.6,0.8055,0.1385,-0.006169,-0.06978,-0.02886,-2.434,15.19,-38.81,-5.078,0.7796,-1.594,-178,0,0,0,15,0,111,0,0,0,0,0,0
74.7,0.8055,0.1384,-0.006168,-0.06975,-0.02886,-2.434,15.11,-38.82,-5.076,0.7794,-1.594,-178.3,0,0,0,15,0,111,0,0,0,0,0,0
74.8,0.8054,0.1384,-0.006167,-0.06971,-0.02886,-2.434,15.03,-38.84,-5.075,0.7792,-1.593,-178.5,0,0,0,15,0,111,0,0,0,0,0,0
74.9,0.8053,0.1384,-0.006166,-0.06968,-0.02885,-2.434,14.95,-38.85,-5.073,0.779,-1.593,-178.8,0,0,0,15,0,111,0,0,0,0,0,0
75,0.8053,0.1384,-0.006165,-0.06965,-0.02885,-2.433,14.87,-38.87,-5.071,0.7788,-1.592,-179,0,0,0,15,0,111,0,0,0,0,0,0
75.1,0.8052,0.1384,-0.006164,-0.06961,-0.02885,-2.433,14.79,-38.89,-5.069,0.7786,-1.592,-179.3,0,0,0,15,0,111,0,0,0,0,0,0
75.2,0.8052,0.1384,-0.006163,-0.06958,-0.02885,-2.433,14.71,-38.9,-5.067,0.7784,-1.591,-179.5,0,0,0,15,0,111,0,0,0,0,0,0
75.3,0.8051,0.1383,-0.006162,-0.06955,-0.02885,-2.433,14.63,-38.91,-5.064,0.7782,-1.591,-179.7,0,0,0,15,0,111,0,0,0,0,0,0
75.4,0.805,0.1383,-0.006161,-0.06951,-0.02885,-2.432,14.55,-38.93,-5.062,0.778,-1.591,-180,0,0,0,15,0,111,0,0,0,0,0,0
75.5,0.805,0.1383,-0.00616,-0.06948,-0.02885,-2.432,14.47,-38.94,-5.06,0.7778,-1.59,-180.2,0,0,0,15,0,111,0,0,0,0,0,0
75.6,0.8049,0.1383,-0.006159,-0.06945,-0.02885,-2.432,14.39,-38.96,-5.058,0.7776,-1.59,-180.5,0,0,0,15,0,111,0,0,0,0,0,0
75.7,0.8049,0.1383,-0.006158,-0.06942,-0.02884,-2.432,14.31,-38.97,-5.055,0.7774,-1.589,-180.7,0,0,0,15,0,111,0,0,0,0,0,0
75.8,0.8048,0.1382,-0.006157,-0.06938,-0.02884,-2.431,14.23,-38.98,-5.053,0.7772,-1.589,-181,0,0,0,15,0,111,0,0,0,0,0,0
75.9,0.8047,0.1382,-0.006156,-0.06935,-0.02884,-2.431,14.15,-38.99,-5.05,0.777,-1.589,-181.2,0,0,0,15,0,111,0,0,0,0,0,0
76,0.8047,0.1382,-0.006155,-0.06932,-0.02884,-2.431,14.07,-39.01,-5.048,0.7768,-1.588,-181.4,0,0,0,15,0,111,0,0,0,0,0,0
76.1,0.8046,0.1382,-0.006154,-0.06929,-0.02884,-2.431,13.98,-39.02,-5.045,0.7766,-1.588,-181.7,0,0,0,15,0,111,0,0,0,0,0,0
76.2,0.8046,0.1382,-0.006154,-0.06926,-0.02884,-2.43,13.9,-39.03,-5.043,0.7765,-1.587,-181.9,0,0,0,15,0,111,0,0,0,0,0,0
76.3,0.8045,0.1382,-0.006153,-0.06922,-0.02884,-2.43,13.82,-39.04,-5.04,0.7763,-1.587,-182.2,0,0,0,15,0,111,0,0,0,0,0,0
76.4,0.8044,0.1381,-0.006152,-0.06919,-0.02884,-2.43,13.74,-39.05,-5.037,0.7761,-1.586,-182.4,0,0,0,15,0,111,0,0,0,0,0,0
76.5,0.8044,0.1381,-0.006151,-0.06916,-0.02884,-2.43,13.66,-39.06,-5.034,0.7759,-1.586,-182.7,0,0,0,15,0,111,0,0,0,0,0,0
76.6,0.8043,0.1381,-0.00615,-0.06913,-0.02884,-2.429,13.58,-39.07,-5.031,0.7757,-1.586,-182.9,0,0,0,15,0,111,0,0,0,0,0,0
76.7,0.8043,0.1381,-0.006149,-0.0691,-0.02884,-2.429,13.5,-39.08,-5.029,0.7755,-1.585,-183.1,0,0,0,15,0,111,0,0,0,0,0,0
76.8,0.8042,0.1381,-0.006148,-0.06907,-0.02884,-2.429,13.42,-39.09,-5.026,0.7753,-1.585,-183.4,0,0,0,15,0,111,0,0,0,0,0,0
76.9,0.8042,0.1381,-0.006147,-0.06904,-0.02884,-2.429,13.34,-39.1,-5.022,0.7751,-1.584,-183.6,0,0,0,15,0,111,0,0,0,0,0,0
77,0.8041,0.138,-0.006146,-0.069,-0.02884,-2.428,13.26,-39.11,-5.019,0.775,-1.584,-183.9,0,0,0,15,0,111,0,0,0,0,0,0
77.1,0.8041,0.138,-0.006145,-0.06897,-0.02884,-2.428,13.18,-39.11,-5.016,0.7748,-1.584,-184.1,0,0,0,15,0,111,0,0,0,0,0,0
77.2,0.804,0.138,-0.006144,-0.06894,-0.02884,-2.428,13.09,-39.12,-5.013,0.7746,-1.583,-184.4,0,0,0,15,0,111,0,0,0,0,0,0
77.3,0.8039,0.138,-0.006143,-0.06891,-0.02884,-2.428,13.01,-39.13,-5.01,0.7744,-1.583,-184.6,0,0,0,15,0,111,0,0,0,0,0,0
77.4,0.8039,0.138,-0.006142,-0.06888,-0.02884,-2.427,12.93,-39.14,-5.006,0.7742,-1.582,-184.8,0,0,0,15,0,111,0,0,0,0,0,0
77.5,0.8038,0.138,-0.006141,-0.06885,-0.02884,-2.427,12.85,-39.14,-5.003,0.774,-1.582,-185.1,0,0,0,15,0,111,0,0,0,0,0,0
77.6,0.8038,0.1379,-0.00614,-0.06882,-0.02884,-2.427,12.77,-39.15,-4.999,0.7739,-1.582,-185.3,0,0,0,15,0,111,0,0,0,0,0,0
77.7,0.8037,0.1379,-0.006139,-0.06879,-0.02884,-2.427,12.69,-39.16,-4.996,0.7737,-1.581,-185.6,0,0,0,15,0,111,0,0,0,0,0,0
77.8,0.8037,0.1379,-0.006138,-0.06876,-0.02884,-2.426,12.61,-39.16,-4.992,0.7735,-1.581,-185.8,0,0,0,15,0,111,0,0,0,0,0,0
77.9,0.8036,0.1379,-0.006137,-0.06873,-0.02884,-2.426,12.53,-39.17,-4.989,0.7733,-1.58,-186.1,0,0,0,15,0,111,0,0,0,0,0,0
78,0.8036,0.1379,-0.006136,-0.0687,-0.02884,-2.426,12.44,-39.17,-4.985,0.7731,-1.58,-186.3,0,0,0,15,0,111,0,0,0,0,0,0
78.1,0.8035,0.1379,-0.006135,-0.06867,-0.02885,-2.426,12.36,-39.18,-4.981,0.773,-1.58,-186.5,0,0,0,15,0,111,0,0,0,0,0,0
78.2,0.8035,0.1378,-0.006135,-0.06864,-0.02885,-2.425,12.28,-39.18,-4.977,0.7728,-1.579,-186.8,0,0,0,15,0,111,0,0,0,0,0,0
78.3,0.8034,0.1378,-0.006134,-0.06861,-0.02885,-2.425,12.2,-39.19,-4.974,0.7726,-1.579,-187,0,0,0,15,0,111,0,0,0,0,0,0
78.4,0.8034,0.1378,-0.006133,-0.06858,-0.02885,-2.425,12.12,-39.19,-4.97,0.7724,-1.579,-187.3,0,0,0,15,0,111,0,0,0,0,0,0
78.5,0.8033,0.1378,-0.006132,-0.06855,-0.02885,-2.425,12.04,-39.19,-4.966,0.7723,-1.578,-187.5,0,0,0,15,0,111,0,0,0,0,0,0
78.6,0.8033,0.1378,-0.006131,-0.06852,-0.02885,-2.425,11.96,-39.2,-4.962,0.7721,-1.578,-187.8,0,0,0,15,0,111,0,0,0,0,0,0
78.7,0.8032,0.1378,-0.00613,-0.06849,-0.02885,-2.424,11.87,-39.2,-4.958,0.7719,-1.577,-188,0,0,0,15,0,111,0,0,0,0,0,0
78.8,0.8032,0.1377,-0.006129,-0.06846,-0.02885,-2.424,11.79,-39.2,-4.953,0.7717,-1.577,-188.2,0,0,0,15,0,111,0,0,0,0,0,0
78.9,0.8031,0.1377,-0.006128,-0.06843,-0.02885,-2.424,11.71,-39.2,-4.949,0.7716,-1.577,-188.5,0,0,0,15,0,111,0,0,0,0,0,0
79,0.803,0.1377,-0.006127,-0.0684,-0.02885,-2.424,11.63,-39.2,-4.945,0.7714,-1.576,-188.7,0,0,0,15,0,111,0,0,0,0,0,0
79.1,0.803,0.1377,-0.006126,-0.06837,-0.02886,-2.423,11.55,-39.21,-4.941,0.7712,-1.576,-189,0,0,0,15,0,111,0,0,0,0,0,0
79.2,0.8029,0.1377,-0.006125,-0.06835,-0.02886,-2.423,11.47,-39.21,-4.936,0.7711,-1.575,-189.2,0,0,0,15,0,111,0,0,0,0,0,0
79.3,0.8029,0.1377,-0.006124,-0.06832,-0.02886,-2.423,11.39,-39.21,-4.932,0.7709,-1.575,-189.5,0,0,0,15,0,111,0,0,0,0,0,0
79.4,0.8029,0.1377,-0.006123,-0.06829,-0.02886,-2.423,11.3,-39.21,-4.927,0.7707,-1.575,-189.7,0,0,0,15,0,111,0,0,0,0,0,0
79.5,0.8028,0.1376,-0.006122,-0.06826,-0.02886,-2.423,11.22,-39.21,-4.923,0.7706,-1.574,-189.9,0,0,0,15,0,111,0,0,0,0,0,0
79.6,0.8028,0.1376,-0.006122,-0.06823,-0.02886,-2.422,11.14,-39.21,-4.918,0.7704,-1.574,-190.2,0,0,0,15,0,111,0,0,0,0,0,0
79.7,0.8027,0.1376,-0.006121,-0.0682,-0.02886,-2.422,11.06,-39.21,-4.914,0.7702,-1.574,-190.4,0,0,0,15,0,111,0,0,0,0,0,0
79.8,0.8027,0.1376,-0.00612,-0.06817,-0.02887,-2.422,10.98,-39.2,-4.909,0.7701,-1.573,-190.7,0,0,0,15,0,111,0,0,0,0,0,0
79.9,0.8026,0.1376,-0.006119,-0.06815,-0.02887,-2.422,10.9,-39.2,-4.904,0.7699,-1.573,-190.9,0,0,0,15,0,111,0,0,0,0,0,0
80,0.8026,0.1376,-0.006118,-0.06812,-0.02887,-2.422,10.82,-39.2,-4.899,0.7697,-1.573,-191.1,0,0,0,15,0,111,0,0,0,0,0,0
80.1,0.8025,0.1376,-0.006117,-0.06809,-0.02887,-2.421,10.73,-39.2,-4.894,0.7696,-1.572,-191.4,0,0,0,15,0,111,0,0,0,0,0,0
80.2,0.8025,0.1375,-0.006116,-0.06806,-0.02887,-2.421,10.65,-39.2,-4.889,0.7694,-1.572,-191.6,0,0,0,15,0,111,0,0,0,0,0,0
80.3,0.8024,0.1375,-0.006115,-0.06803,-0.02888,-2.421,10.57,-39.19,-4.884,0.7692,-1.571,-191.9,0,0,0,15,0,111,0,0,0,0,0,0
80.4,0.8024,0.1375,-0.006114,-0.06801,-0.02888,-2.421,10.49,-39.19,-4.879,0.7691,-1.571,-192.1,0,0,0,15,0,111,0,0,0,0,0,0
80.5,0.8023,0.1375,-0.006113,-0.06798,-0.02888,-2.42,10.41,-39.19,-4.874,0.7689,-1.571,-192.4,0,0,0,15,0,111,0,0,0,0,0,0
80.6,0.8023,0.1375,-0.006112,-0.06795,-0.02888,-2.42,10.33,-39.18,-4.869,0.7688,-1.57,-192.6,0,0,0,15,0,111,0,0,0,0,0,0
80.7,0.8022,0.1375,-0.006112,-0.06792,-0.02888,-2.42,10.25,-39.18,-4.864,0.7686,-1.57,-192.8,0,0,0,15,0,111,0,0,0,0,0,0
80.8,0.8022,0.1374,-0.006111,-0.0679,-0.02888,-2.42,10.17,-39.17,-4.859,0.7684,-1.57,-193.1,0,0,0,15,0,111,0,0,0,0,0,0
80.9,0.8021,0.1374,-0.00611,-0.06787,-0.02889,-2.42,10.08,-39.17,-4.853,0.7683,-1.569,-193.3,0,0,0,15,0,111,0,0,0,0,0,0
81,0.8021,0.1374,-0.006109,-0.06784,-0.02889,-2.419,10,-39.16,-4.848,0.7681,-1.569,-193.6,0,0,0,15,0,111,0,0,0,0,0,0
81.1,0.802,0.1374,-0.006108,-0.06782,-0.02889,-2.419,9.922,-39.16,-4.842,0.768,-1.569,-193.8,0,0,0,15,0,111,0,0,0,0,0,0
81.2,0.802,0.1374,-0.006107,-0.06779,-0.02889,-2.419,9.841,-39.15,-4.837,0.7678,-1.568,-194.1,0,0,0,15,0,111,0,0,0,0,0,0
81.3,0.802,0.1374,-0.006106,-0.06776,-0.0289,-2.419,9.759,-39.15,-4.831,0.7677,-1.568,-194.3,0,0,0,15,0,111,0,0,0,0,0,0
81.4,0.8019,0.1374,-0.006105,-0.06774,-0.0289,-2.419,9.678,-39.14,-4.826,0.7675,-1.568,-194.5,0,0,0,15,0,111,0,0,0,0,0,0
81.5,0.8019,0.1374,-0.006104,-0.06771,-0.0289,-2.418,9.597,-39.13,-4.82,0.7674,-1.567,-194.8,0,0,0,15,0,111,0,0,0,0,0,0
81.6,0.8018,0.1373,-0.006103,-0.06768,-0.0289,-2.418,9.516,-39.13,-4.814,0.7672,-1.567,-195,0,0,0,15,0,111,0,0,0,0,0,0
81.7,0.8018,0.1373,-0.006103,-0.06766,-0.0289,-2.418,9.435,-39.12,-4.809,0.767,-1.566,-195.3,0,0,0,15,0,111,0,0,0,0,0,0
81.8,0.8017,0.1373,-0.006102,-0.06763,-0.02891,-2.418,9.354,-39.11,-4.803,0.7669,-1.566,-195.5,0,0,0,15,0,111,0,0,0,0,0,0
81.9,0.8017,0.1373,-0.006101,-0.0676,-0.02891,-2.418,9.274,-39.1,-4.797,0.7667,-1.566,-195.7,0,0,0,15,0,111,0,0,0,0,0,0
