t(s),u(m/s),v(m/s),w(m/s),p(deg/s),q(deg/s),r(deg/s),X(m),Y(m),Z(m),phi(deg),theta(deg),psi(deg),Del_s(deg),Del_bp(deg),Del_bs(deg),Del_r(deg),Del_delb,n(RPS),ax(m/s2),ay(m/s2),az(m/s2),alphax(deg/s2),alphay(deg/s2),alphaz(deg/s2)
82,0.8016,0.1373,-0.0061,-0.06758,-0.02891,-2.417,9.193,-39.09,-4.791,0.7666,-1.565,-196,0,0,0,15,0,111,0,0,0,0,0,0
82.1,0.8016,0.1373,-0.006099,-0.06755,-0.02891,-2.417,9.112,-39.08,-4.785,0.7664,-1.565,-196.2,0,0,0,15,0,111,0,0,0,0,0,0
82.2,0.8016,0.1373,-0.006098,-0.06753,-0.02892,-2.417,9.031,-39.07,-4.779,0.7663,-1.565,-196.5,0,0,0,15,0,111,0,0,0,0,0,0
82.3,0.8015,0.1372,-0.006097,-0.0675,-0.02892,-2.417,8.951,-39.06,-4.773,0.7661,-1.564,-196.7,0,0,0,15,0,111,0,0,0,0,0,0
82.4,0.8015,0.1372,-0.006096,-0.06747,-0.02892,-2.417,8.87,-39.05,-4.767,0.766,-1.564,-197,0,0,0,15,0,111,0,0,0,0,0,0
82.5,0.8014,0.1372,-0.006096,-0.06745,-0.02892,-2.417,8.789,-39.04,-4.761,0.7658,-1.564,-197.2,0,0,0,15,0,111,0,0,0,0,0,0
82.6,0.8014,0.1372,-0.006095,-0.06742,-0.02893,-2.416,8.709,-39.03,-4.754,0.7657,-1.563,-197.4,0,0,0,15,0,111,0,0,0,0,0,0
82.7,0.8013,0.1372,-0.006094,-0.0674,-0.02893,-2.416,8.628,-39.02,-4.748,0.7656,-1.563,-197.7,0,0,0,15,0,111,0,0,0,0,0,0
82.8,0.8013,0.1372,-0.006093,-0.06737,-0.02893,-2.416,8.548,-39.01,-4.742,0.7654,-1.563,-197.9,0,0,0,15,0,111,0,0,0,0,0,0
82.9,0.8013,0.1372,-0.006092,-0.06735,-0.02894,-2.416,8.467,-39,-4.735,0.7653,-1.562,-198.2,0,0,0,15,0,111,0,0,0,0,0,0
83,0.8012,0.1372,-0.006091,-0.06732,-0.02894,-2.416,8.387,-38.99,-4.729,0.7651,-1.562,-198.4,0,0,0,15,0,111,0,0,0,0,0,0
83.1,0.8012,0.1371,-0.00609,-0.0673,-0.02894,-2.415,8.307,-38.97,-4.722,0.765,-1.562,-198.6,0,0,0,15,0,111,0,0,0,0,0,0
83.2,0.8011,0.1371,-0.00609,-0.06727,-0.02894,-2.415,8.226,-38.96,-4.716,0.7648,-1.561,-198.9,0,0,0,15,0,111,0,0,0,0,0,0
83.3,0.8011,0.1371,-0.006089,-0.06725,-0.02895,-2.415,8.146,-38.95,-4.709,0.7647,-1.561,-199.1,0,0,0,15,0,111,0,0,0,0,0,0
83.4,0.8011,0.1371,-0.006088,-0.06722,-0.02895,-2.415,8.066,-38.94,-4.702,0.7645,-1.561,-199.4,0,0,0,15,0,111,0,0,0,0,0,0
83.5,0.801,0.1371,-0.006087,-0.0672,-0.02895,-2.415,7.986,-38.92,-4.696,0.7644,-1.56,-199.6,0,0,0,15,0,111,0,0,0,0,0,0
83.6,0.801,0.1371,-0.006086,-0.06717,-0.02895,-2.415,7.906,-38.91,-4.689,0.7643,-1.56,-199.9,0,0,0,15,0,111,0,0,0,0,0,0
83.7,0.8009,0.1371,-0.006085,-0.06715,-0.02896,-2.414,7.826,-38.89,-4.682,0.7641,-1.56,-200.1,0,0,0,15,0,111,0,0,0,0,0,0
83.8,0.8009,0.137,-0.006084,-0.06712,-0.02896,-2.414,7.746,-38.88,-4.675,0.764,-1.559,-200.3,0,0,0,15,0,111,0,0,0,0,0,0
83.9,0.8009,0.137,-0.006084,-0.0671,-0.02896,-2.414,7.667,-38.86,-4.668,0.7638,-1.559,-200.6,0,0,0,15,0,111,0,0,0,0,0,0
84,0.8008,0.137,-0.006083,-0.06708,-0.02897,-2.414,7.587,-38.85,-4.661,0.7637,-1.559,-200.8,0,0,0,15,0,111,0,0,0,0,0,0
84.1,0.8008,0.137,-0.006082,-0.06705,-0.02897,-2.414,7.507,-38.83,-4.654,0.7636,-1.558,-201.1,0,0,0,15,0,111,0,0,0,0,0,0
84.2,0.8007,0.137,-0.006081,-0.06703,-0.02897,-2.413,7.428,-38.82,-4.647,0.7634,-1.558,-201.3,0,0,0,15,0,111,0,0,0,0,0,0
84.3,0.8007,0.137,-0.00608,-0.067,-0.02898,-2.413,7.348,-38.8,-4.64,0.7633,-1.558,-201.5,0,0,0,15,0,111,0,0,0,0,0,0
84.4,0.8007,0.137,-0.006079,-0.06698,-0.02898,-2.413,7.269,-38.78,-4.632,0.7632,-1.558,-201.8,0,0,0,15,0,111,0,0,0,0,0,0
84.5,0.8006,0.137,-0.006079,-0.06696,-0.02898,-2.413,7.189,-38.76,-4.625,0.763,-1.557,-202,0,0,0,15,0,111,0,0,0,0,0,0
84.6,0.8006,0.137,-0.006078,-0.06693,-0.02898,-2.413,7.11,-38.75,-4.618,0.7629,-1.557,-202.3,0,0,0,15,0,111,0,0,0,0,0,0
84.7,0.8005,0.1369,-0.006077,-0.06691,-0.02899,-2.413,7.031,-38.73,-4.61,0.7627,-1.557,-202.5,0,0,0,15,0,111,0,0,0,0,0,0
84.8,0.8005,0.1369,-0.006076,-0.06689,-0.02899,-2.412,6.952,-38.71,-4.603,0.7626,-1.556,-202.8,0,0,0,15,0,111,0,0,0,0,0,0
84.9,0.8005,0.1369,-0.006075,-0.06686,-0.02899,-2.412,6.873,-38.69,-4.595,0.7625,-1.556,-203,0,0,0,15,0,111,0,0,0,0,0,0
85,0.8004,0.1369,-0.006075,-0.06684,-0.029,-2.412,6.794,-38.67,-4.588,0.7623,-1.556,-203.2,0,0,0,15,0,111,0,0,0,0,0,0
85.1,0.8004,0.1369,-0.006074,-0.06682,-0.029,-2.412,6.715,-38.66,-4.58,0.7622,-1.555,-203.5,0,0,0,15,0,111,0,0,0,0,0,0
85.2,0.8004,0.1369,-0.006073,-0.06679,-0.029,-2.412,6.636,-38.64,-4.573,0.7621,-1.555,-203.7,0,0,0,15,0,111,0,0,0,0,0,0
85.3,0.8003,0.1369,-0.006072,-0.06677,-0.02901,-2.412,6.557,-38.62,-4.565,0.762,-1.555,-204,0,0,0,15,0,111,0,0,0,0,0,0
85.4,0.8003,0.1369,-0.006071,-0.06675,-0.02901,-2.411,6.479,-38.6,-4.557,0.7618,-1.554,-204.2,0,0,0,15,0,111,0,0,0,0,0,0
85.5,0.8003,0.1368,-0.00607,-0.06672,-0.02901,-2.411,6.4,-38.58,-4.549,0.7617,-1.554,-204.4,0,0,0,15,0,111,0,0,0,0,0,0
85.6,0.8002,0.1368,-0.00607,-0.0667,-0.02902,-2.411,6.322,-38.55,-4.542,0.7616,-1.554,-204.7,0,0,0,15,0,111,0,0,0,0,0,0
85.7,0.8002,0.1368,-0.006069,-0.06668,-0.02902,-2.411,6.243,-38.53,-4.534,0.7614,-1.553,-204.9,0,0,0,15,0,111,0,0,0,0,0,0
85.8,0.8001,0.1368,-0.006068,-0.06666,-0.02902,-2.411,6.165,-38.51,-4.526,0.7613,-1.553,-205.2,0,0,0,15,0,111,0,0,0,0,0,0
85.9,0.8001,0.1368,-0.006067,-0.06663,-0.02903,-2.411,6.087,-38.49,-4.518,0.7612,-1.553,-205.4,0,0,0,15,0,111,0,0,0,0,0,0
86,0.8001,0.1368,-0.006066,-0.06661,-0.02903,-2.41,6.009,-38.47,-4.51,0.761,-1.553,-205.6,0,0,0,15,0,111,0,0,0,0,0,0
86.1,0.8,0.1368,-0.006066,-0.06659,-0.02903,-2.41,5.931,-38.45,-4.502,0.7609,-1.552,-205.9,0,0,0,15,0,111,0,0,0,0,0,0
86.2,0.8,0.1368,-0.006065,-0.06657,-0.02904,-2.41,5.853,-38.42,-4.493,0.7608,-1.552,-206.1,0,0,0,15,0,111,0,0,0,0,0,0
86.3,0.8,0.1368,-0.006064,-0.06654,-0.02904,-2.41,5.775,-38.4,-4.485,0.7607,-1.552,-206.4,0,0,0,15,0,111,0,0,0,0,0,0
86.4,0.7999,0.1367,-0.006063,-0.06652,-0.02904,-2.41,5.698,-38.38,-4.477,0.7605,-1.551,-206.6,0,0,0,15,0,111,0,0,0,0,0,0
86.5,0.7999,0.1367,-0.006063,-0.0665,-0.02905,-2.41,5.62,-38.35,-4.469,0.7604,-1.551,-206.9,0,0,0,15,0,111,0,0,0,0,0,0
86.6,0.7999,0.1367,-0.006062,-0.06648,-0.02905,-2.41,5.542,-38.33,-4.46,0.7603,-1.551,-207.1,0,0,0,15,0,111,0,0,0,0,0,0
86.7,0.7998,0.1367,-0.006061,-0.06646,-0.02905,-2.409,5.465,-38.3,-4.452,0.7602,-1.551,-207.3,0,0,0,15,0,111,0,0,0,0,0,0
86.8,0.7998,0.1367,-0.00606,-0.06643,-0.02906,-2.409,5.388,-38.28,-4.443,0.76,-1.55,-207.6,0,0,0,15,0,111,0,0,0,0,0,0
86.9,0.7998,0.1367,-0.006059,-0.06641,-0.02906,-2.409,5.311,-38.25,-4.435,0.7599,-1.55,-207.8,0,0,0,15,0,111,0,0,0,0,0,0
87,0.7997,0.1367,-0.006059,-0.06639,-0.02906,-2.409,5.234,-38.23,-4.426,0.7598,-1.55,-208.1,0,0,0,15,0,111,0,0,0,0,0,0
87.1,0.7997,0.1367,-0.006058,-0.06637,-0.02907,-2.409,5.157,-38.2,-4.418,0.7597,-1.549,-208.3,0,0,0,15,0,111,0,0,0,0,0,0
87.2,0.7997,0.1367,-0.006057,-0.06635,-0.02907,-2.409,5.08,-38.18,-4.409,0.7596,-1.549,-208.5,0,0,0,15,0,111,0,0,0,0,0,0
87.3,0.7996,0.1366,-0.006056,-0.06633,-0.02907,-2.408,5.003,-38.15,-4.4,0.7594,-1.549,-208.8,0,0,0,15,0,111,0,0,0,0,0,0
87.4,0.7996,0.1366,-0.006056,-0.06631,-0.02908,-2.408,4.927,-38.12,-4.392,0.7593,-1.549,-209,0,0,0,15,0,111,0,0,0,0,0,0
87.5,0.7996,0.1366,-0.006055,-0.06628,-0.02908,-2.408,4.85,-38.1,-4.383,0.7592,-1.548,-209.3,0,0,0,15,0,111,0,0,0,0,0,0
87.6,0.7995,0.1366,-0.006054,-0.06626,-0.02908,-2.408,4.774,-38.07,-4.374,0.7591,-1.548,-209.5,0,0,0,15,0,111,0,0,0,0,0,0
87.7,0.7995,0.1366,-0.006053,-0.06624,-0.02909,-2.408,4.698,-38.04,-4.365,0.759,-1.548,-209.7,0,0,0,15,0,111,0,0,0,0,0,0
87.8,0.7995,0.1366,-0.006053,-0.06622,-0.02909,-2.408,4.622,-38.01,-4.356,0.7588,-1.547,-210,0,0,0,15,0,111,0,0,0,0,0,0
87.9,0.7994,0.1366,-0.006052,-0.0662,-0.0291,-2.408,4.546,-37.99,-4.347,0.7587,-1.547,-210.2,0,0,0,15,0,111,0,0,0,0,0,0
88,0.7994,0.1366,-0.006051,-0.06618,-0.0291,-2.407,4.47,-37.96,-4.338,0.7586,-1.547,-210.5,0,0,0,15,0,111,0,0,0,0,0,0
88.1,0.7994,0.1366,-0.00605,-0.06616,-0.0291,-2.407,4.394,-37.93,-4.329,0.7585,-1.547,-210.7,0,0,0,15,0,111,0,0,0,0,0,0
88.2,0.7993,0.1366,-0.00605,-0.06614,-0.02911,-2.407,4.318,-37.9,-4.32,0.7584,-1.546,-211,0,0,0,15,0,111,0,0,0,0,0,0
88.3,0.7993,0.1365,-0.006049,-0.06612,-0.02911,-2.407,4.243,-37.87,-4.311,0.7583,-1.546,-211.2,0,0,0,15,0,111,0,0,0,0,0,0
88.4,0.7993,0.1365,-0.006048,-0.0661,-0.02911,-2.407,4.168,-37.84,-4.301,0.7582,-1.546,-211.4,0,0,0,15,0,111,0,0,0,0,0,0
88.5,0.7992,0.1365,-0.006047,-0.06608,-0.02912,-2.407,4.092,-37.81,-4.292,0.758,-1.545,-211.7,0,0,0,15,0,111,0,0,0,0,0,0
88.6,0.7992,0.1365,-0.006047,-0.06606,-0.02912,-2.407,4.017,-37.78,-4.283,0.7579,-1.545,-211.9,0,0,0,15,0,111,0,0,0,0,0,0
88.7,0.7992,0.1365,-0.006046,-0.06604,-0.02912,-2.406,3.942,-37.75,-4.273,0.7578,-1.545,-212.2,0,0,0,15,0,111,0,0,0,0,0,0
88.8,0.7991,0.1365,-0.006045,-0.06602,-0.02913,-2.406,3.867,-37.72,-4.264,0.7577,-1.545,-212.4,0,0,0,15,0,111,0,0,0,0,0,0
88.9,0.7991,0.1365,-0.006044,-0.066,-0.02913,-2.406,3.793,-37.69,-4.255,0.7576,-1.544,-212.6,0,0,0,15,0,111,0,0,0,0,0,0
89,0.7991,0.1365,-0.006044,-0.06598,-0.02914,-2.406,3.718,-37.65,-4.245,0.7575,-1.544,-212.9,0,0,0,15,0,111,0,0,0,0,0,0
89.1,0.799,0.1365,-0.006043,-0.06596,-0.02914,-2.406,3.644,-37.62,-4.235,0.7574,-1.544,-213.1,0,0,0,15,0,111,0,0,0,0,0,0
89.2,0.799,0.1365,-0.006042,-0.06594,-0.02914,-2.406,3.569,-37.59,-4.226,0.7573,-1.544,-213.4,0,0,0,15,0,111,0,0,0,0,0,0
89.3,0.799,0.1364,-0.006041,-0.06592,-0.02915,-2.406,3.495,-37.56,-4.216,0.7571,-1.543,-213.6,0,0,0,15,0,111,0,0,0,0,0,0
89.4,0.799,0.1364,-0.006041,-0.0659,-0.02915,-2.405,3.421,-37.52,-4.206,0.757,-1.543,-213.8,0,0,0,15,0,111,0,0,0,0,0,0
89.5,0.7989,0.1364,-0.00604,-0.06588,-0.02915,-2.405,3.347,-37.49,-4.197,0.7569,-1.543,-214.1,0,0,0,15,0,111,0,0,0,0,0,0
89.6,0.7989,0.1364,-0.006039,-0.06586,-0.02916,-2.405,3.274,-37.46,-4.187,0.7568,-1.543,-214.3,0,0,0,15,0,111,0,0,0,0,0,0
89.7,0.7989,0.1364,-0.006039,-0.06584,-0.02916,-2.405,3.2,-37.42,-4.177,0.7567,-1.542,-214.6,0,0,0,15,0,111,0,0,0,0,0,0
89.8,0.7988,0.1364,-0.006038,-0.06582,-0.02916,-2.405,3.127,-37.39,-4.167,0.7566,-1.542,-214.8,0,0,0,15,0,111,0,0,0,0,0,0
89.9,0.7988,0.1364,-0.006037,-0.0658,-0.02917,-2.405,3.053,-37.35,-4.157,0.7565,-1.542,-215,0,0,0,15,0,111,0,0,0,0,0,0
90,0.7988,0.1364,-0.006036,-0.06578,-0.02917,-2.405,2.98,-37.32,-4.147,0.7564,-1.541,-215.3,0,0,0,15,0,111,0,0,0,0,0,0
90.1,0.7987,0.1364,-0.006036,-0.06576,-0.02918,-2.405,2.907,-37.28,-4.137,0.7563,-1.541,-215.5,0,0,0,15,0,111,0,0,0,0,0,0
90.2,0.7987,0.1364,-0.006035,-0.06574,-0.02918,-2.404,2.834,-37.25,-4.127,0.7562,-1.541,-215.8,0,0,0,15,0,111,0,0,0,0,0,0
90.3,0.7987,0.1363,-0.006034,-0.06573,-0.02918,-2.404,2.762,-37.21,-4.117,0.7561,-1.541,-216,0,0,0,15,0,111,0,0,0,0,0,0
90.4,0.7987,0.1363,-0.006034,-0.06571,-0.02919,-2.404,2.689,-37.18,-4.107,0.756,-1.54,-216.2,0,0,0,15,0,111,0,0,0,0,0,0
90.5,0.7986,0.1363,-0.006033,-0.06569,-0.02919,-2.404,2.617,-37.14,-4.097,0.7559,-1.54,-216.5,0,0,0,15,0,111,0,0,0,0,0,0
90.6,0.7986,0.1363,-0.006032,-0.06567,-0.02919,-2.404,2.545,-37.1,-4.086,0.7557,-1.54,-216.7,0,0,0,15,0,111,0,0,0,0,0,0
90.7,0.7986,0.1363,-0.006032,-0.06565,-0.0292,-2.404,2.473,-37.07,-4.076,0.7556,-1.54,-217,0,0,0,15,0,111,0,0,0,0,0,0
90.8,0.7985,0.1363,-0.006031,-0.06563,-0.0292,-2.404,2.401,-37.03,-4.066,0.7555,-1.539,-217.2,0,0,0,15,0,111,0,0,0,0,0,0
90.9,0.7985,0.1363,-0.00603,-0.06561,-0.02921,-2.404,2.329,-36.99,-4.055,0.7554,-1.539,-217.4,0,0,0,15,0,111,0,0,0,0,0,0
91,0.7985,0.1363,-0.006029,-0.0656,-0.02921,-2.403,2.257,-36.95,-4.045,0.7553,-1.539,-217.7,0,0,0,15,0,111,0,0,0,0,0,0
91.1,0.7985,0.1363,-0.006029,-0.06558,-0.02921,-2.403,2.186,-36.92,-4.034,0.7552,-1.539,-217.9,0,0,0,15,0,111,0,0,0,0,0,0
91.2,0.7984,0.1363,-0.006028,-0.06556,-0.02922,-2.403,2.115,-36.88,-4.024,0.7551,-1.538,-218.2,0,0,0,15,0,111,0,0,0,0,0,0
91.3,0.7984,0.1363,-0.006027,-0.06554,-0.02922,-2.403,2.044,-36.84,-4.013,0.755,-1.538,-218.4,0,0,0,15,0,111,0,0,0,0,0,0
91.4,0.7984,0.1362,-0.006027,-0.06552,-0.02922,-2.403,1.973,-36.8,-4.003,0.7549,-1.538,-218.6,0,0,0,15,0,111,0,0,0,0,0,0
91.5,0.7984,0.1362,-0.006026,-0.06551,-0.02923,-2.403,1.902,-36.76,-3.992,0.7548,-1.538,-218.9,0,0,0,15,0,111,0,0,0,0,0,0
91.6,0.7983,0.1362,-0.006025,-0.06549,-0.02923,-2.403,1.831,-36.72,-3.981,0.7547,-1.537,-219.1,0,0,0,15,0,111,0,0,0,0,0,0
91.7,0.7983,0.1362,-0.006025,-0.06547,-0.02923,-2.403,1.761,-36.68,-3.97,0.7546,-1.537,-219.4,0,0,0,15,0,111,0,0,0,0,0,0
91.8,0.7983,0.1362,-0.006024,-0.06545,-0.02924,-2.402,1.691,-36.64,-3.96,0.7545,-1.537,-219.6,0,0,0,15,0,111,0,0,0,0,0,0
91.9,0.7982,0.1362,-0.006023,-0.06543,-0.02924,-2.402,1.621,-36.6,-3.949,0.7544,-1.537,-219.9,0,0,0,15,0,111,0,0,0,0,0,0
92,0.7982,0.1362,-0.006023,-0.06542,-0.02925,-2.402,1.551,-36.56,-3.938,0.7543,-1.537,-220.1,0,0,0,15,0,111,0,0,0,0,0,0
92.1,0.7982,0.1362,-0.006022,-0.0654,-0.02925,-2.402,1.481,-36.52,-3.927,0.7542,-1.536,-220.3,0,0,0,15,0,111,0,0,0,0,0,0
92.2,0.7982,0.1362,-0.006021,-0.06538,-0.02925,-2.402,1.411,-36.48,-3.916,0.7541,-1.536,-220.6,0,0,0,15,0,111,0,0,0,0,0,0
92.3,0.7981,0.1362,-0.006021,-0.06536,-0.02926,-2.402,1.342,-36.44,-3.905,0.754,-1.536,-220.8,0,0,0,15,0,111,0,0,0,0,0,0
92.4,0.7981,0.1362,-0.00602,-0.06535,-0.02926,-2.402,1.273,-36.39,-3.894,0.754,-1.536,-221.1,0,0,0,15,0,111,0,0,0,0,0,0
92.5,0.7981,0.1362,-0.006019,-0.06533,-0.02926,-2.402,1.204,-36.35,-3.883,0.7539,-1.535,-221.3,0,0,0,15,0,111,0,0,0,0,0,0
92.6,0.7981,0.1361,-0.006019,-0.06531,-0.02927,-2.401,1.135,-36.31,-3.872,0.7538,-1.535,-221.5,0,0,0,15,0,111,0,0,0,0,0,0
92.7,0.798,0.1361,-0.006018,-0.0653,-0.02927,-2.401,1.066,-36.27,-3.861,0.7537,-1.535,-221.8,0,0,0,15,0,111,0,0,0,0,0,0
92.8,0.798,0.1361,-0.006017,-0.06528,-0.02928,-2.401,0.9979,-36.22,-3.849,0.7536,-1.535,-222,0,0,0,15,0,111,0,0,0,0,0,0
92.9,0.798,0.1361,-0.006017,-0.06526,-0.02928,-2.401,0.9296,-36.18,-3.838,0.7535,-1.534,-222.3,0,0,0,15,0,111,0,0,0,0,0,0
93,0.798,0.1361,-0.006016,-0.06524,-0.02928,-2.401,0.8615,-36.14,-3.827,0.7534,-1.534,-222.5,0,0,0,15,0,111,0,0,0,0,0,0
93.1,0.7979,0.1361,-0.006016,-0.06523,-0.02929,-2.401,0.7936,-36.09,-3.815,0.7533,-1.534,-222.7,0,0,0,15,0,111,0,0,0,0,0,0
93.2,0.7979,0.1361,-0.006015,-0.06521,-0.02929,-2.401,0.7259,-36.05,-3.804,0.7532,-1.534,-223,0,0,0,15,0,111,0,0,0,0,0,0
93.3,0.7979,0.1361,-0.006014,-0.06519,-0.02929,-2.401,0.6583,-36,-3.793,0.7531,-1.534,-223.2,0,0,0,15,0,111,0,0,0,0,0,0
93.4,0.7979,0.1361,-0.006014,-0.06518,-0.0293,-2.401,0.591,-35.96,-3.781,0.753,-1.533,-223.5,0,0,0,15,0,111,0,0,0,0,0,0
93.5,0.7978,0.1361,-0.006013,-0.06516,-0.0293,-2.4,0.5238,-35.91,-3.77,0.7529,-1.533,-223.7,0,0,0,15,0,111,0,0,0,0,0,0
93.6,0.7978,0.1361,-0.006012,-0.06515,-0.02931,-2.4,0.4568,-35.87,-3.758,0.7528,-1.533,-223.9,0,0,0,15,0,111,0,0,0,0,0,0
93.7,0.7978,0.1361,-0.006012,-0.06513,-0.02931,-2.4,0.3901,-35.82,-3.747,0.7527,-1.533,-224.2,0,0,0,15,0,111,0,0,0,0,0,0
93.8,0.7978,0.136,-0.006011,-0.06511,-0.02931,-2.4,0.3235,-35.78,-3.735,0.7526,-1.532,-224.4,0,0,0,15,0,111,0,0,0,0,0,0
93.9,0.7977,0.136,-0.006011,-0.0651,-0.02932,-2.4,0.2571,-35.73,-3.723,0.7526,-1.532,-224.7,0,0,0,15,0,111,0,0,0,0,0,0
94,0.7977,0.136,-0.00601,-0.06508,-0.02932,-2.4,0.1909,-35.68,-3.712,0.7525,-1.532,-224.9,0,0,0,15,0,111,0,0,0,0,0,0
94.1,0.7977,0.136,-0.006009,-0.06506,-0.02932,-2.4,0.1249,-35.64,-3.7,0.7524,-1.532,-225.1,0,0,0,15,0,111,0,0,0,0,0,0
94.2,0.7977,0.136,-0.006009,-0.06505,-0.02933,-2.4,0.05911,-35.59,-3.688,0.7523,-1.532,-225.4,0,0,0,15,0,111,0,0,0,0,0,0
94.3,0.7976,0.136,-0.006008,-0.06503,-0.02933,-2.4,-0.00648,-35.54,-3.676,0.7522,-1.531,-225.6,0,0,0,15,0,111,0,0,0,0,0,0
94.4,0.7976,0.136,-0.006007,-0.06502,-0.02934,-2.399,-0.07187,-35.49,-3.664,0.7521,-1.531,-225.9,0,0,0,15,0,111,0,0,0,0,0,0
94.5,0.7976,0.136,-0.006007,-0.065,-0.02934,-2.399,-0.1371,-35.45,-3.652,0.752,-1.531,-226.1,0,0,0,15,0,111,0,0,0,0,0,0
94.6,0.7976,0.136,-0.006006,-0.06498,-0.02934,-2.399,-0.2021,-35.4,-3.641,0.7519,-1.531,-226.3,0,0,0,15,0,111,0,0,0,0,0,0
94.7,0.7976,0.136,-0.006006,-0.06497,-0.02935,-2.399,-0.2668,-35.35,-3.629,0.7519,-1.53,-226.6,0,0,0,15,0,111,0,0,0,0,0,0
94.8,0.7975,0.136,-0.006005,-0.06495,-0.02935,-2.399,-0.3314,-35.3,-3.617,0.7518,-1.53,-226.8,0,0,0,15,0,111,0,0,0,0,0,0
94.9,0.7975,0.136,-0.006004,-0.06494,-0.02935,-2.399,-0.3958,-35.25,-3.604,0.7517,-1.53,-227.1,0,0,0,15,0,111,0,0,0,0,0,0
95,0.7975,0.136,-0.006004,-0.06492,-0.02936,-2.399,-0.4599,-35.2,-3.592,0.7516,-1.53,-227.3,0,0,0,15,0,111,0,0,0,0,0,0
95.1,0.7975,0.1359,-0.006003,-0.06491,-0.02936,-2.399,-0.5239,-35.15,-3.58,0.7515,-1.53,-227.5,0,0,0,15,0,111,0,0,0,0,0,0
95.2,0.7974,0.1359,-0.006003,-0.06489,-0.02936,-2.399,-0.5876,-35.1,-3.568,0.7514,-1.529,-227.8,0,0,0,15,0,111,0,0,0,0,0,0
95.3,0.7974,0.1359,-0.006002,-0.06488,-0.02937,-2.399,-0.6512,-35.05,-3.556,0.7513,-1.529,-228,0,0,0,15,0,111,0,0,0,0,0,0
95.4,0.7974,0.1359,-0.006001,-0.06486,-0.02937,-2.398,-0.7145,-35,-3.544,0.7513,-1.529,-228.3,0,0,0,15,0,111,0,0,0,0,0,0
95.5,0.7974,0.1359,-0.006001,-0.06485,-0.02938,-2.398,-0.7776,-34.95,-3.531,0.7512,-1.529,-228.5,0,0,0,15,0,111,0,0,0,0,0,0
95.6,0.7973,0.1359,-0.006,-0.06483,-0.02938,-2.398,-0.8405,-34.9,-3.519,0.7511,-1.529,-228.7,0,0,0,15,0,111,0,0,0,0,0,0
95.7,0.7973,0.1359,-0.006,-0.06482,-0.02938,-2.398,-0.9032,-34.85,-3.507,0.751,-1.528,-229,0,0,0,15,0,111,0,0,0,0,0,0
95.8,0.7973,0.1359,-0.005999,-0.0648,-0.02939,-2.398,-0.9656,-34.8,-3.494,0.7509,-1.528,-229.2,0,0,0,15,0,111,0,0,0,0,0,0
95.9,0.7973,0.1359,-0.005998,-0.06479,-0.02939,-2.398,-1.028,-34.75,-3.482,0.7508,-1.528,-229.5,0,0,0,15,0,111,0,0,0,0,0,0
96,0.7973,0.1359,-0.005998,-0.06477,-0.02939,-2.398,-1.09,-34.7,-3.469,0.7508,-1.528,-229.7,0,0,0,15,0,111,0,0,0,0,0,0
96.1,0.7972,0.1359,-0.005997,-0.06476,-0.0294,-2.398,-1.152,-34.64,-3.457,0.7507,-1.528,-229.9,0,0,0,15,0,111,0,0,0,0,0,0
96.2,0.7972,0.1359,-0.005997,-0.06474,-0.0294,-2.398,-1.213,-34.59,-3.444,0.7506,-1.527,-230.2,0,0,0,15,0,111,0,0,0,0,0,0
96.3,0.7972,0.1359,-0.005996,-0.06473,-0.02941,-2.398,-1.275,-34.54,-3.432,0.7505,-1.527,-230.4,0,0,0,15,0,111,0,0,0,0,0,0
96.4,0.7972,0.1359,-0.005996,-0.06471,-0.02941,-2.397,-1.336,-34.49,-3.419,0.7504,-1.527,-230.7,0,0,0,15,0,111,0,0,0,0,0,0
96.5,0.7972,0.1358,-0.005995,-0.0647,-0.02941,-2.397,-1.397,-34.43,-3.407,0.7504,-1.527,-230.9,0,0,0,15,0,111,0,0,0,0,0,0
96.6,0.7971,0.1358,-0.005994,-0.06468,-0.02942,-2.397,-1.457,-34.38,-3.394,0.7503,-1.527,-231.1,0,0,0,15,0,111,0,0,0,0,0,0
96.7,0.7971,0.1358,-0.005994,-0.06467,-0.02942,-2.397,-1.518,-34.33,-3.381,0.7502,-1.526,-231.4,0,0,0,15,0,111,0,0,0,0,0,0
96.8,0.7971,0.1358,-0.005993,-0.06465,-0.02942,-2.397,-1.578,-34.27,-3.369,0.7501,-1.526,-231.6,0,0,0,15,0,111,0,0,0,0,0,0
96.9,0.7971,0.1358,-0.005993,-0.06464,-0.02943,-2.397,-1.638,-34.22,-3.356,0.75,-1.526,-231.9,0,0,0,15,0,111,0,0,0,0,0,0
97,0.797,0.1358,-0.005992,-0.06463,-0.02943,-2.397,-1.698,-34.16,-3.343,0.75,-1.526,-232.1,0,0,0,15,0,111,0,0,0,0,0,0
97.1,0.797,0.1358,-0.005992,-0.06461,-0.02943,-2.397,-1.757,-34.11,-3.33,0.7499,-1.526,-232.3,0,0,0,15,0,111,0,0,0,0,0,0
97.2,0.797,0.1358,-0.005991,-0.0646,-0.02944,-2.397,-1.817,-34.05,-3.317,0.7498,-1.525,-232.6,0,0,0,15,0,111,0,0,0,0,0,0
97.3,0.797,0.1358,-0.005991,-0.06458,-0.02944,-2.397,-1.876,-34,-3.304,0.7497,-1.525,-232.8,0,0,0,15,0,111,0,0,0,0,0,0
