0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-9.358e-11,-1.655e-11,8.302e-13,2.454e-11,-4.062e-12,2.469e-10
0.1,1.001,8.29e-06,5.746e-07,5.514e-05,-0.0002633,-0.0005688,0.1,2.673e-07,3.602e-08,1.859e-06,-1.33e-05,-1.9e-05,0,0,0,0.25,0,111,0,0,0,0,0,0
0.2,1.001,3.349e-05,1.205e-06,0.0002158,-0.0005111,-0.002256,0.2001,2.089e-06,1.781e-07,1.455e-05,-5.215e-05,-0.0001511,0,0,0,0.5,0,111,0,0,0,0,0,0
0.3,1.002,7.606e-05,1.886e-06,0.0004771,-0.0007439,-0.005034,0.3003,6.886e-06,4.75e-07,4.837e-05,-0.000115,-0.0005066,0,0,0,0.75,0,111,0,0,0,0,0,0
0.4,1.003,0.0001365,2.611e-06,0.0008343,-0.0009623,-0.008875,0.4006,1.593e-05,9.723e-07,0.0001132,-0.0002004,-0.001193,0,0,0,1,0,111,0,0,0,0,0,0
0.5,1.003,0.0002151,3.375e-06,0.001282,-0.001167,-0.01375,0.5009,3.036e-05,1.713e-06,0.0002183,-0.000307,-0.002316,0,0,0,1.25,0,111,0,0,0,0,0,0
0.6,1.004,0.0003124,4.174e-06,0.001815,-0.001358,-0.01964,0.6012,5.115e-05,2.736e-06,0.0003724,-0.0004334,-0.003977,0,0,0,1.5,0,111,0,0,0,0,0,0
0.7,1.005,0.0004288,5.001e-06,0.002428,-0.001536,-0.02651,0.7017,7.917e-05,4.079e-06,0.000584,-0.0005782,-0.006276,0,0,0,1.75,0,111,0,0,0,0,0,0
0.8,1.006,0.0005646,5.851e-06,0.003116,-0.001702,-0.03434,0.8022,0.0001151,5.776e-06,0.0008606,-0.0007401,-0.009311,0,0,0,2,0,111,0,0,0,0,0,0
0.9,1.006,0.0007201,6.718e-06,0.003872,-0.001856,-0.04311,0.9028,0.0001596,7.858e-06,0.001209,-0.0009181,-0.01318,0,0,0,2.25,0,111,0,0,0,0,0,0
1,1.007,0.0008956,7.597e-06,0.004693,-0.001999,-0.05279,1.003,0.000213,1.036e-05,0.001637,-0.001111,-0.01796,0,0,0,2.5,0,111,0,0,0,0,0,0
1.1,1.008,0.001092,8.483e-06,0.005571,-0.00213,-0.06337,1.104,0.0002756,1.33e-05,0.00215,-0.001317,-0.02376,0,0,0,2.75,0,111,0,0,0,0,0,0
1.2,1.008,0.001308,9.369e-06,0.006503,-0.002251,-0.07482,1.205,0.0003477,1.67e-05,0.002754,-0.001536,-0.03067,0,0,0,3,0,111,0,0,0,0,0,0
1.3,1.009,0.001546,1.025e-05,0.007484,-0.002362,-0.08711,1.306,0.0004293,2.059e-05,0.003453,-0.001766,-0.03876,0,0,0,3.25,0,111,0,0,0,0,0,0
1.4,1.01,0.001804,1.112e-05,0.008507,-0.002463,-0.1002,1.407,0.0005203,2.5e-05,0.004252,-0.002007,-0.04812,0,0,0,3.5,0,111,0,0,0,0,0,0
1.5,1.01,0.002084,1.196e-05,0.009569,-0.002556,-0.1142,1.508,0.0006206,2.992e-05,0.005156,-0.002257,-0.05883,0,0,0,3.75,0,111,0,0,0,0,0,0
1.6,1.011,0.002386,1.278e-05,0.01067,-0.002639,-0.1289,1.609,0.0007296,3.539e-05,0.006168,-0.002516,-0.07098,0,0,0,4,0,111,0,0,0,0,0,0
1.7,1.012,0.00271,1.357e-05,0.01179,-0.002714,-0.1444,1.71,0.0008472,4.141e-05,0.007291,-0.002782,-0.08463,0,0,0,4.25,0,111,0,0,0,0,0,0
1.8,1.012,0.003055,1.432e-05,0.01294,-0.002782,-0.1606,1.811,0.0009725,4.8e-05,0.008529,-0.003055,-0.09988,0,0,0,4.5,0,111,0,0,0,0,0,0
1.9,1.013,0.003423,1.502e-05,0.01412,-0.002842,-0.1776,1.912,0.001105,5.516e-05,0.009882,-0.003333,-0.1168,0,0,0,4.75,0,111,0,0,0,0,0,0
2,1.013,0.003813,1.566e-05,0.01531,-0.002895,-0.1953,2.014,0.001244,6.291e-05,0.01135,-0.003617,-0.1354,0,0,0,5,0,111,0,0,0,0,0,0
2.1,1.014,0.004225,1.624e-05,0.01651,-0.002942,-0.2137,2.115,0.001388,7.124e-05,0.01295,-0.003904,-0.1559,0,0,0,5.25,0,111,0,0,0,0,0,0
2.2,1.015,0.00466,1.674e-05,0.01773,-0.002982,-0.2328,2.216,0.001537,8.016e-05,0.01466,-0.004195,-0.1782,0,0,0,5.5,0,111,0,0,0,0,0,0
2.3,1.015,0.005118,1.715e-05,0.01895,-0.003018,-0.2526,2.318,0.001689,8.968e-05,0.0165,-0.004488,-0.2025,0,0,0,5.75,0,111,0,0,0,0,0,0
2.4,1.016,0.005599,1.748e-05,0.02018,-0.003048,-0.273,2.419,0.001842,9.98e-05,0.01845,-0.004784,-0.2287,0,0,0,6,0,111,0,0,0,0,0,0
2.5,1.016,0.006102,1.77e-05,0.02142,-0.003074,-0.294,2.521,0.001997,0.0001105,0.02054,-0.00508,-0.2571,0,0,0,6.25,0,111,0,0,0,0,0,0
2.6,1.017,0.006628,1.781e-05,0.02265,-0.003097,-0.3157,2.623,0.00215,0.0001218,0.02274,-0.005377,-0.2876,0,0,0,6.5,0,111,0,0,0,0,0,0
2.7,1.018,0.007178,1.779e-05,0.02388,-0.003116,-0.338,2.725,0.002301,0.0001337,0.02507,-0.005674,-0.3202,0,0,0,6.75,0,111,0,0,0,0,0,0
2.8,1.018,0.00775,1.764e-05,0.02511,-0.003132,-0.3609,2.826,0.002447,0.0001461,0.02753,-0.005971,-0.3552,0,0,0,7,0,111,0,0,0,0,0,0
2.9,1.019,0.008346,1.734e-05,0.02634,-0.003146,-0.3844,2.928,0.002588,0.0001592,0.0301,-0.006266,-0.3924,0,0,0,7.25,0,111,0,0,0,0,0,0
3,1.019,0.008965,1.688e-05,0.02755,-0.003159,-0.4084,3.03,0.00272,0.0001728,0.0328,-0.006559,-0.4321,0,0,0,7.5,0,111,0,0,0,0,0,0
3.1,1.02,0.009607,1.626e-05,0.02876,-0.00317,-0.433,3.132,0.002843,0.0001869,0.03562,-0.006851,-0.4741,0,0,0,7.75,0,111,0,0,0,0,0,0
3.2,1.02,0.01027,1.545e-05,0.02996,-0.003182,-0.4581,3.234,0.002953,0.0002016,0.03857,-0.00714,-0.5187,0,0,0,8,0,111,0,0,0,0,0,0
3.3,1.021,0.01096,1.445e-05,0.03115,-0.003193,-0.4838,3.336,0.003049,0.0002168,0.04163,-0.007425,-0.5658,0,0,0,8.25,0,111,0,0,0,0,0,0
3.4,1.021,0.01167,1.324e-05,0.03233,-0.003206,-0.51,3.438,0.003127,0.0002325,0.04481,-0.007708,-0.6155,0,0,0,8.5,0,111,0,0,0,0,0,0
3.5,1.022,0.01241,1.181e-05,0.0335,-0.00322,-0.5367,3.54,0.003187,0.0002488,0.04811,-0.007987,-0.6678,0,0,0,8.75,0,111,0,0,0,0,0,0
3.6,1.022,0.01316,1.014e-05,0.03466,-0.003237,-0.5639,3.643,0.003225,0.0002655,0.05152,-0.008262,-0.7228,0,0,0,9,0,111,0,0,0,0,0,0
3.7,1.023,0.01394,8.23e-06,0.0358,-0.003256,-0.5916,3.745,0.003239,0.0002826,0.05505,-0.008533,-0.7806,0,0,0,9.25,0,111,0,0,0,0,0,0
3.8,1.023,0.01475,6.055e-06,0.03693,-0.00328,-0.6197,3.847,0.003226,0.0003003,0.0587,-0.008799,-0.8412,0,0,0,9.5,0,111,0,0,0,0,0,0
3.9,1.024,0.01557,3.602e-06,0.03804,-0.003308,-0.6483,3.95,0.003182,0.0003183,0.06246,-0.009062,-0.9046,0,0,0,9.75,0,111,0,0,0,0,0,0
4,1.024,0.01642,8.6e-07,0.03913,-0.003342,-0.6772,4.052,0.003106,0.0003367,0.06633,-0.009319,-0.9708,0,0,0,9.906,0,111,0,0,0,0,0,0
4.1,1.025,0.01728,-2.179e-06,0.04014,-0.003383,-0.7059,4.155,0.002994,0.0003556,0.0703,-0.009573,-1.04,0,0,0,9.965,0,111,0,0,0,0,0,0
4.2,1.025,0.01815,-5.518e-06,0.04104,-0.003434,-0.734,4.257,0.002841,0.0003748,0.07438,-0.009823,-1.112,0,0,0,9.987,0,111,0,0,0,0,0,0
4.3,1.026,0.01902,-9.156e-06,0.04183,-0.003495,-0.7614,4.36,0.002642,0.0003943,0.07853,-0.01007,-1.187,0,0,0,9.995,0,111,0,0,0,0,0,0
4.4,1.026,0.01989,-1.309e-05,0.04251,-0.003567,-0.7881,4.462,0.002394,0.0004142,0.08276,-0.01031,-1.264,0,0,0,9.998,0,111,0,0,0,0,0,0
4.5,1.026,0.02077,-1.733e-05,0.04308,-0.00365,-0.8142,4.565,0.002092,0.0004344,0.08706,-0.01056,-1.344,0,0,0,9.999,0,111,0,0,0,0,0,0
4.6,1.027,0.02166,-2.185e-05,0.04355,-0.003745,-0.8397,4.668,0.001731,0.0004549,0.09141,-0.0108,-1.427,0,0,0,10,0,111,0,0,0,0,0,0
4.7,1.027,0.02254,-2.667e-05,0.04393,-0.003851,-0.8645,4.77,0.001306,0.0004756,0.0958,-0.01104,-1.512,0,0,0,10,0,111,0,0,0,0,0,0
4.8,1.027,0.02343,-3.178e-05,0.04422,-0.00397,-0.8887,4.873,0.0008149,0.0004966,0.1002,-0.01128,-1.6,0,0,0,10,0,111,0,0,0,0,0,0
