,,,,,,,,,,,,,,,,,,,,,48.002,0.2,7.2355e-06
,,,,,,,,,,,,,,,,,,,,,48.002,0.19951,0.013958
,,,,,,,,,,,,,,,,,,,,,48.002,0.19805,0.027842
,,,,,,,,,,,,,,,,,,,,,48.002,0.19563,0.041589
,,,,,,,,,,,,,,,,,,,,,48.002,0.19225,0.055134
,,,,,,,,,,,,,,,,,,,,,48.002,0.18794,0.068411
,,,,,,,,,,,,,,,,,,,,,48.002,0.18271,0.081354
,,,,,,,,,,,,,,,,,,,,,48.002,0.17659,0.093901
,,,,,,,,,,,,,,,,,,,,,48.002,0.16961,0.10599
,,,,,,,,,,,,,,,,,,,,,48.002,0.1618,0.11757
,,,,,,,,,,,,,,,,,,,,,48.002,0.15321,0.12857
,,,,,,,,,,,,,,,,,,,,,48.002,0.14387,0.13894
,,,,,,,,,,,,,,,,,,,,,48.002,0.13383,0.14864
,,,,,,,,,,,,,,,,,,,,,48.002,0.12313,0.15761
,,,,,,,,,,,,,,,,,,,,,48.002,0.11184,0.16582
,,,,,,,,,,,,,,,,,,,,,48.002,0.1,0.17322
,,,,,,,,,,,,,,,,,,,,,48.002,0.087674,0.17977
,,,,,,,,,,,,,,,,,,,,,48.002,0.074921,0.18545
,,,,,,,,,,,,,,,,,,,,,48.002,0.061803,0.19022
,,,,,,,,,,,,,,,,,,,,,48.002,0.048384,0.19407
,,,,,,,,,,,,,,,,,,,,,48.002,0.03473,0.19697
,,,,,,,,,,,,,,,,,,,,,48.002,0.020906,0.19891
,,,,,,,,,,,,,,,,,,,,,48.002,0.0069799,0.19989
,,,,,,,,,,,,,,,,,,,,,48.002,-0.0069799,0.19989
,,,,,,,,,,,,,,,,,,,,,48.002,-0.020906,0.19891
,,,,,,,,,,,,,,,,,,,,,48.002,-0.03473,0.19697
,,,,,,,,,,,,,,,,,,,,,48.002,-0.048384,0.19407
,,,,,,,,,,,,,,,,,,,,,48.002,-0.061803,0.19022
,,,,,,,,,,,,,,,,,,,,,48.002,-0.074921,0.18545
,,,,,,,,,,,,,,,,,,,,,48.002,-0.087674,0.17977
,,,,,,,,,,,,,,,,,,,,,48.002,-0.1,0.17322
,,,,,,,,,,,,,,,,,,,,,48.002,-0.11184,0.16582
,,,,,,,,,,,,,,,,,,,,,48.002,-0.12313,0.15761
,,,,,,,,,,,,,,,,,,,,,48.002,-0.13383,0.14864
,,,,,,,,,,,,,,,,,,,,,48.002,-0.14387,0.13894
,,,,,,,,,,,,,,,,,,,,,48.002,-0.15321,0.12857
,,,,,,,,,,,,,,,,,,,,,48.002,-0.1618,0.11757
,,,,,,,,,,,,,,,,,,,,,48.002,-0.16961,0.10599
,,,,,,,,,,,,,,,,,,,,,48.002,-0.17659,0.093901
,,,,,,,,,,,,,,,,,,,,,48.002,-0.18271,0.081354
,,,,,,,,,,,,,,,,,,,,,48.002,-0.18794,0.068411
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19225,0.055134
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19563,0.041589
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19805,0.027842
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19951,0.013958
,,,,,,,,,,,,,,,,,,,,,48.002,-0.2,7.2355e-06
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19951,-0.013944
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19805,-0.027828
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19563,-0.041575
,,,,,,,,,,,,,,,,,,,,,48.002,-0.19225,-0.05512
,,,,,,,,,,,,,,,,,,,,,48.002,-0.18794,-0.068397
,,,,,,,,,,,,,,,,,,,,,48.002,-0.18271,-0.08134
,,,,,,,,,,,,,,,,,,,,,48.002,-0.17659,-0.093887
,,,,,,,,,,,,,,,,,,,,,48.002,-0.16961,-0.10597
,,,,,,,,,,,,,,,,,,,,,48.002,-0.1618,-0.11755
,,,,,,,,,,,,,,,,,,,,,48.002,-0.15321,-0.12855
,,,,,,,,,,,,,,,,,,,,,48.002,-0.14387,-0.13892
,,,,,,,,,,,,,,,,,,,,,48.002,-0.13383,-0.14862
,,,,,,,,,,,,,,,,,,,,,48.002,-0.12313,-0.15759
,,,,,,,,,,,,,,,,,,,,,48.002,-0.11184,-0.1658
,,,,,,,,,,,,,,,,,,,,,48.002,-0.1,-0.1732
,,,,,,,,,,,,,,,,,,,,,48.002,-0.087674,-0.17975
,,,,,,,,,,,,,,,,,,,,,48.002,-0.074921,-0.18543
,,,,,,,,,,,,,,,,,,,,,48.002,-0.061803,-0.1902
,,,,,,,,,,,,,,,,,,,,,48.002,-0.048384,-0.19405
,,,,,,,,,,,,,,,,,,,,,48.002,-0.03473,-0.19695
,,,,,,,,,,,,,,,,,,,,,48.002,-0.020906,-0.19889
,,,,,,,,,,,,,,,,,,,,,48.002,-0.0069799,-0.19987
,,,,,,,,,,,,,,,,,,,,,48.002,0.0069799,-0.19987
,,,,,,,,,,,,,,,,,,,,,48.002,0.020906,-0.19889
,,,,,,,,,,,,,,,,,,,,,48.002,0.03473,-0.19695
,,,,,,,,,,,,,,,,,,,,,48.002,0.048384,-0.19405
,,,,,,,,,,,,,,,,,,,,,48.002,0.061803,-0.1902
,,,,,,,,,,,,,,,,,,,,,48.002,0.074921,-0.18543
,,,,,,,,,,,,,,,,,,,,,48.002,0.087674,-0.17975
,,,,,,,,,,,,,,,,,,,,,48.002,0.1,-0.1732
,,,,,,,,,,,,,,,,,,,,,48.002,0.11184,-0.1658
,,,,,,,,,,,,,,,,,,,,,48.002,0.12313,-0.15759
,,,,,,,,,,,,,,,,,,,,,48.002,0.13383,-0.14862
,,,,,,,,,,,,,,,,,,,,,48.002,0.14387,-0.13892
,,,,,,,,,,,,,,,,,,,,,48.002,0.15321,-0.12855
,,,,,,,,,,,,,,,,,,,,,48.002,0.1618,-0.11755
,,,,,,,,,,,,,,,,,,,,,48.002,0.16961,-0.10597
,,,,,,,,,,,,,,,,,,,,,48.002,0.17659,-0.093887
,,,,,,,,,,,,,,,,,,,,,48.002,0.18271,-0.08134
,,,,,,,,,,,,,,,,,,,,,48.002,0.18794,-0.068397
,,,,,,,,,,,,,,,,,,,,,48.002,0.19225,-0.05512
,,,,,,,,,,,,,,,,,,,,,48.002,0.19563,-0.041575
,,,,,,,,,,,,,,,,,,,,,48.002,0.19805,-0.027828
,,,,,,,,,,,,,,,,,,,,,48.002,0.19951,-0.013944
,,,,,,,,,,,,,,,,,,,,,48.002,0.2,7.2355e-06
,,,,,,,,,,,,,,,,,,,,,48.202,0.2,7.2159e-06
,,,,,,,,,,,,,,,,,,,,,48.202,0.19951,0.013958
,,,,,,,,,,,,,,,,,,,,,48.202,0.19805,0.027842
,,,,,,,,,,,,,,,,,,,,,48.202,0.19563,0.041589
,,,,,,,,,,,,,,,,,,,,,48.202,0.19225,0.055134
,,,,,,,,,,,,,,,,,,,,,48.202,0.18794,0.068411
,,,,,,,,,,,,,,,,,,,,,48.202,0.18271,0.081354
,,,,,,,,,,,,,,,,,,,,,48.202,0.17659,0.093901
,,,,,,,,,,,,,,,,,,,,,48.202,0.16961,0.10599
,,,,,,,,,,,,,,,,,,,,,48.202,0.1618,0.11757
,,,,,,,,,,,,,,,,,,,,,48.202,0.15321,0.12857
,,,,,,,,,,,,,,,,,,,,,48.202,0.14387,0.13894
,,,,,,,,,,,,,,,,,,,,,48.202,0.13383,0.14864
,,,,,,,,,,,,,,,,,,,,,48.202,0.12313,0.15761
,,,,,,,,,,,,,,,,,,,,,48.202,0.11184,0.16582
,,,,,,,,,,,,,,,,,,,,,48.202,0.1,0.17322
,,,,,,,,,,,,,,,,,,,,,48.202,0.087674,0.17977
,,,,,,,,,,,,,,,,,,,,,48.202,0.074921,0.18545
,,,,,,,,,,,,,,,,,,,,,48.202,0.061803,0.19022
,,,,,,,,,,,,,,,,,,,,,48.202,0.048384,0.19407
,,,,,,,,,,,,,,,,,,,,,48.202,0.03473,0.19697
,,,,,,,,,,,,,,,,,,,,,48.202,0.020906,0.19891
,,,,,,,,,,,,,,,,,,,,,48.202,0.0069799,0.19989
,,,,,,,,,,,,,,,,,,,,,48.202,-0.0069799,0.19989
,,,,,,,,,,,,,,,,,,,,,48.202,-0.020906,0.19891
,,,,,,,,,,,,,,,,,,,,,48.202,-0.03473,0.19697
,,,,,,,,,,,,,,,,,,,,,48.202,-0.048384,0.19407
,,,,,,,,,,,,,,,,,,,,,48.202,-0.061803,0.19022
,,,,,,,,,,,,,,,,,,,,,48.202,-0.074921,0.18545
,,,,,,,,,,,,,,,,,,,,,48.202,-0.087674,0.17977
,,,,,,,,,,,,,,,,,,,,,48.202,-0.1,0.17322
,,,,,,,,,,,,,,,,,,,,,48.202,-0.11184,0.16582
,,,,,,,,,,,,,,,,,,,,,48.202,-0.12313,0.15761
,,,,,,,,,,,,,,,,,,,,,48.202,-0.13383,0.14864
,,,,,,,,,,,,,,,,,,,,,48.202,-0.14387,0.13894
,,,,,,,,,,,,,,,,,,,,,48.202,-0.15321,0.12857
,,,,,,,,,,,,,,,,,,,,,48.202,-0.1618,0.11757
,,,,,,,,,,,,,,,,,,,,,48.202,-0.16961,0.10599
,,,,,,,,,,,,,,,,,,,,,48.202,-0.17659,0.093901
,,,,,,,,,,,,,,,,,,,,,48.202,-0.18271,0.081354
,,,,,,,,,,,,,,,,,,,,,48.202,-0.18794,0.068411
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19225,0.055134
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19563,0.041589
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19805,0.027842
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19951,0.013958
,,,,,,,,,,,,,,,,,,,,,48.202,-0.2,7.2159e-06
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19951,-0.013944
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19805,-0.027828
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19563,-0.041575
,,,,,,,,,,,,,,,,,,,,,48.202,-0.19225,-0.05512
,,,,,,,,,,,,,,,,,,,,,48.202,-0.18794,-0.068397
,,,,,,,,,,,,,,,,,,,,,48.202,-0.18271,-0.08134
,,,,,,,,,,,,,,,,,,,,,48.202,-0.17659,-0.093887
,,,,,,,,,,,,,,,,,,,,,48.202,-0.16961,-0.10597
,,,,,,,,,,,,,,,,,,,,,48.202,-0.1618,-0.11755
,,,,,,,,,,,,,,,,,,,,,48.202,-0.15321,-0.12855
,,,,,,,,,,,,,,,,,,,,,48.202,-0.14387,-0.13892
,,,,,,,,,,,,,,,,,,,,,48.202,-0.13383,-0.14862
,,,,,,,,,,,,,,,,,,,,,48.202,-0.12313,-0.15759
,,,,,,,,,,,,,,,,,,,,,48.202,-0.11184,-0.1658
,,,,,,,,,,,,,,,,,,,,,48.202,-0.1,-0.1732
,,,,,,,,,,,,,,,,,,,,,48.202,-0.087674,-0.17975
,,,,,,,,,,,,,,,,,,,,,48.202,-0.074921,-0.18543
,,,,,,,,,,,,,,,,,,,,,48.202,-0.061803,-0.1902
,,,,,,,,,,,,,,,,,,,,,48.202,-0.048384,-0.19405
,,,,,,,,,,,,,,,,,,,,,48.202,-0.03473,-0.19695
,,,,,,,,,,,,,,,,,,,,,48.202,-0.020906,-0.19889
,,,,,,,,,,,,,,,,,,,,,48.202,-0.0069799,-0.19987
,,,,,,,,,,,,,,,,,,,,,48.202,0.0069799,-0.19987
,,,,,,,,,,,,,,,,,,,,,48.202,0.020906,-0.19889
,,,,,,,,,,,,,,,,,,,,,48.202,0.03473,-0.19695
,,,,,,,,,,,,,,,,,,,,,48.202,0.048384,-0.19405
,,,,,,,,,,,,,,,,,,,,,48.202,0.061803,-0.1902
,,,,,,,,,,,,,,,,,,,,,48.202,0.074921,-0.18543
,,,,,,,,,,,,,,,,,,,,,48.202,0.087674,-0.17975
,,,,,,,,,,,,,,,,,,,,,48.202,0.1,-0.1732
,,,,,,,,,,,,,,,,,,,,,48.202,0.11184,-0.1658
,,,,,,,,,,,,,,,,,,,,,48.202,0.12313,-0.15759
,,,,,,,,,,,,,,,,,,,,,48.202,0.13383,-0.14862
,,,,,,,,,,,,,,,,,,,,,48.202,0.14387,-0.13892
,,,,,,,,,,,,,,,,,,,,,48.202,0.15321,-0.12855
,,,,,,,,,,,,,,,,,,,,,48.202,0.1618,-0.11755
,,,,,,,,,,,,,,,,,,,,,48.202,0.16961,-0.10597
,,,,,,,,,,,,,,,,,,,,,48.202,0.17659,-0.093887
,,,,,,,,,,,,,,,,,,,,,48.202,0.18271,-0.08134
,,,,,,,,,,,,,,,,,,,,,48.202,0.18794,-0.068397
,,,,,,,,,,,,,,,,,,,,,48.202,0.19225,-0.05512
,,,,,,,,,,,,,,,,,,,,,48.202,0.19563,-0.041575
,,,,,,,,,,,,,,,,,,,,,48.202,0.19805,-0.027828
,,,,,,,,,,,,,,,,,,,,,48.202,0.19951,-0.013944
,,,,,,,,,,,,,,,,,,,,,48.202,0.2,7.2159e-06
,,,,,,,,,,,,,,,,,,,,,48.402,0.2,7.1962e-06
,,,,,,,,,,,,,,,,,,,,,48.402,0.19951,0.013958
,,,,,,,,,,,,,,,,,,,,,48.402,0.19805,0.027842
,,,,,,,,,,,,,,,,,,,,,48.402,0.19563,0.041589
,,,,,,,,,,,,,,,,,,,,,48.402,0.19225,0.055134
,,,,,,,,,,,,,,,,,,,,,48.402,0.18794,0.068411
,,,,,,,,,,,,,,,,,,,,,48.402,0.18271,0.081354
,,,,,,,,,,,,,,,,,,,,,48.402,0.17659,0.093901
,,,,,,,,,,,,,,,,,,,,,48.402,0.16961,0.10599
,,,,,,,,,,,,,,,,,,,,,48.402,0.1618,0.11757
,,,,,,,,,,,,,,,,,,,,,48.402,0.15321,0.12857
,,,,,,,,,,,,,,,,,,,,,48.402,0.14387,0.13894
,,,,,,,,,,,,,,,,,,,,,48.402,0.13383,0.14864
,,,,,,,,,,,,,,,,,,,,,48.402,0.12313,0.15761
,,,,,,,,,,,,,,,,,,,,,48.402,0.11184,0.16582
,,,,,,,,,,,,,,,,,,,,,48.402,0.1,0.17322
,,,,,,,,,,,,,,,,,,,,,48.402,0.087674,0.17977
,,,,,,,,,,,,,,,,,,,,,48.402,0.074921,0.18545
,,,,,,,,,,,,,,,,,,,,,48.402,0.061803,0.19022
,,,,,,,,,,,,,,,,,,,,,48.402,0.048384,0.19407
,,,,,,,,,,,,,,,,,,,,,48.402,0.03473,0.19697
,,,,,,,,,,,,,,,,,,,,,48.402,0.020906,0.19891
