5.8,1.8,-4.4907,-4.4907,-0.00095716+2.2205i,-0.00095716-2.2205i,-1.4793
0.8,7.7,-4.4906,-4.4906,-1.4095,-0.035937+0.84409i,-0.035937-0.84409i
1.9,6.4,-4.4903,-4.4903,-1.4391,-0.021266+1.2884i,-0.021266-1.2884i
3,5.1,-4.4901,-4.4901,-1.4562,-0.012801+1.6096i,-0.012801-1.6096i
4.1,3.8,-4.4899,-4.4899,-0.007221+1.8745i,-0.007221-1.8745i,-1.4676
5.2,2.5,-4.4897,-4.4897,-0.0032483+2.1053i,-0.0032483-2.1053i,-1.4758
6.3,1.2,-4.4895,-0.00027125+2.3125i,-0.00027125-2.3125i,-4.4895,-1.4819
0.2,8.4,-4.4893,-4.4893,-1.3808,-0.050928+0.42381i,-0.050928-0.42381i
1.3,7.1,-4.4891,-4.4891,-1.4252,-0.0288+1.0708i,-0.0288-1.0708i
2.4,5.8,-4.489,-4.489,-1.4478,-0.017585+1.444i,-0.017585-1.444i
3.5,4.5,-4.4888,-4.4888,-0.010631+1.7355i,-0.010631-1.7355i,-1.4619
4.6,3.2,-4.4886,-4.4886,-0.0058577+1.9831i,-0.0058577-1.9831i,-1.4716
5.7,1.9,-4.4885,-4.4885,-0.0023676+2.2022i,-0.0023676-2.2022i,-1.4787
0.7,7.8,-4.4879,-4.4879,-1.4054,-0.03933+0.79071i,-0.03933-0.79071i
1.8,6.5,-4.4878,-4.4878,-1.4369,-0.023621+1.2553i,-0.023621-1.2553i
2.9,5.2,-4.4877,-4.4877,-1.4549,-0.014705+1.5837i,-0.014705-1.5837i
4,3.9,-4.4875,-4.4875,-0.0088701+1.8526i,-0.0088701-1.8526i,-1.4667
5.1,2.6,-4.4874,-4.4874,-0.0047308+2.0859i,-0.0047308-2.0859i,-1.4751
6.2,1.3,-4.4873,-0.0016339+2.2951i,-0.0016339-2.2951i,-4.4873,-1.4814
0.1,8.5,-4.4866,-4.4866,-1.3738,-0.055775+0.29751i,-0.055775-0.29751i
1.2,7.2,-4.4865,-4.4865,-1.4222,-0.031598+1.0301i,-0.031598-1.0301i
2.3,5.9,-4.4865,-4.4865,-1.4461,-0.019702+1.4148i,-0.019702-1.4148i
3.4,4.6,-4.4864,-4.4864,-0.012407+1.7116i,-0.012407-1.7116i,-1.4608
4.5,3.3,-4.4863,-4.4863,-0.0074261+1.9625i,-0.0074261-1.9625i,-1.4708
5.6,2,-4.4863,-4.4863,-0.0037937+2.1838i,-0.0037937-2.1838i,-1.4781
0.6,7.9,-4.4852,-4.4852,-1.4009,-0.042905+0.73309i,-0.042905-0.73309i
1.7,6.6,-4.4852,-4.4852,-1.4347,-0.026046+1.2212i,-0.026046-1.2212i
2.8,5.3,-4.4852,-4.4852,-1.4535,-0.016647+1.5573i,-0.016647-1.5573i
3.9,4,-4.4852,-4.4852,-0.010544+1.8304i,-0.010544-1.8304i,-1.4657
5,2.7,-4.4851,-4.4851,-0.0062313+2.0664i,-0.0062313-2.0664i,-1.4743
6.1,1.4,-4.4851,-0.0030108+2.2775i,-0.0030108-2.2775i,-4.4851,-1.4808
5.5,2.1,-4.484,-4.484,-0.0052358+2.1652i,-0.0052358-2.1652i,-1.4775
4.4,3.4,-4.484,-4.484,-0.0090157+1.9416i,-0.0090157-1.9416i,-1.4699
3.3,4.7,-4.484,-4.484,-0.014213+1.6874i,-0.014213-1.6874i,-1.4596
2.2,6,-4.4839,-4.4839,-1.4443,-0.02187+1.3849i,-0.02187-1.3849i
1.1,7.3,-4.4839,-4.4839,-1.419,-0.034507+0.98748i,-0.034507-0.98748i
6,1.5,-4.4829,-0.0044021+2.2597i,-0.0044021-2.2597i,-4.4829,-1.4802
4.9,2.8,-4.4828,-4.4828,-0.0077503+2.0467i,-0.0077503-2.0467i,-1.4736
3.8,4.1,-4.4828,-4.4828,-0.012243+1.8078i,-0.012243-1.8078i,-1.4647
2.7,5.4,-4.4827,-4.4827,-1.452,-0.018628+1.5304i,-0.018628-1.5304i
1.6,6.7,-4.4826,-4.4826,-1.4322,-0.028546+1.186i,-0.028546-1.186i
0.5,8,-4.4825,-4.4825,-1.396,-0.04669+0.67011i,-0.04669-0.67011i
5.4,2.2,-4.4817,-4.4817,-0.0066945+2.1465i,-0.0066945-2.1465i,-1.4768
4.3,3.5,-4.4816,-4.4816,-0.010627+1.9205i,-0.010627-1.9205i,-1.4691
3.2,4.8,-4.4815,-4.4815,-0.016052+1.6628i,-0.016052-1.6628i,-1.4583
2.1,6.1,-4.4814,-4.4814,-1.4424,-0.024093+1.3543i,-0.024093-1.3543i
1,7.4,-4.4812,-4.4812,-1.4156,-0.037538+0.94276i,-0.037538-0.94276i
5.9,1.6,-4.4807,-0.0058083+2.2418i,-0.0058083-2.2418i,-4.4807,-1.4797
4.8,2.9,-4.4805,-4.4805,-0.0092884+2.0267i,-0.0092884-2.0267i,-1.4729
3.7,4.2,-4.4804,-4.4804,-0.013969+1.785i,-0.013969-1.785i,-1.4637
2.6,5.5,-4.4802,-4.4802,-1.4505,-0.020651+1.503i,-0.020651-1.503i
1.5,6.8,-4.48,-4.48,-1.4297,-0.031126+1.1496i,-0.031126-1.1496i
0.4,8.1,-4.4798,-4.4798,-1.3907,-0.050713+0.60001i,-0.050713-0.60001i
6.4,1,-4.4796,-0.0050613+2.3331i,-0.0050613-2.3331i,-4.4796,-1.4822
5.3,2.3,-4.4794,-4.4794,-0.00817+2.1275i,-0.00817-2.1275i,-1.4762
4.2,3.6,-4.4792,-4.4792,-0.012262+1.8991i,-0.012262-1.8991i,-1.4682
3.1,4.9,-4.479,-4.479,-0.017924+1.6377i,-0.017924-1.6377i,-1.4571
2,6.2,-4.4788,-4.4788,-1.4404,-0.026373+1.3229i,-0.026373-1.3229i
0.9,7.5,-4.4786,-4.4786,-1.412,-0.040704+0.89559i,-0.040704-0.89559i
5.8,1.7,-4.4784,-4.4784,-0.0072297+2.2237i,-0.0072297-2.2237i,-1.4791
4.7,3,-4.4782,-4.4782,-0.010846+2.0065i,-0.010846-2.0065i,-1.4721
3.6,4.3,-4.4779,-4.4779,-0.015723+1.7618i,-0.015723-1.7618i,-1.4626
2.5,5.6,-4.4777,-4.4777,-1.4489,-0.022718+1.475i,-0.022718-1.475i
6.3,1.1,-4.4774,-0.0064351+2.3158i,-0.0064351-2.3158i,-4.4774,-1.4817
1.4,6.9,-4.4774,-4.4774,-1.427,-0.033793+1.1119i,-0.033793-1.1119i
5.2,2.4,-4.4771,-4.4771,-0.0096631+2.1084i,-0.0096631-2.1084i,-1.4755
0.3,8.2,-4.4771,-4.4771,-1.3849,-0.055015+0.51983i,-0.055015-0.51983i
4.1,3.7,-4.4769,-4.4769,-0.013919+1.8774i,-0.013919-1.8774i,-1.4673
3,5,-4.4765,-4.4765,-1.4557,-0.019831+1.6123i,-0.019831-1.6123i
1.9,6.3,-4.4762,-4.4762,-1.4383,-0.028716+1.2907i,-0.028716-1.2907i
5.7,1.8,-4.4761,-4.4761,-0.0086668+2.2054i,-0.0086668-2.2054i,-1.4785
0.8,7.6,-4.4759,-4.4759,-1.4081,-0.04402+0.84553i,-0.04402-0.84553i
4.6,3.1,-4.4758,-4.4758,-0.012425+1.9861i,-0.012425-1.9861i,-1.4713
3.5,4.4,-4.4755,-4.4755,-0.017505+1.7383i,-0.017505-1.7383i,-1.4615
6.2,1.2,-4.4752,-0.007823+2.2983i,-0.007823-2.2983i,-4.4752,-1.4811
2.4,5.7,-4.4751,-4.4751,-1.4472,-0.024832+1.4464i,-0.024832-1.4464i
5.1,2.5,-4.4748,-4.4748,-0.011174+2.089i,-0.011174-2.089i,-1.4748
1.3,7,-4.4747,-4.4747,-1.4241,-0.036556+1.0727i,-0.036556-1.0727i
4,3.8,-4.4744,-4.4744,-0.015601+1.8555i,-0.015601-1.8555i,-1.4663
0.2,8.3,-4.4743,-4.4743,-1.3784,-0.059643+0.42377i,-0.059643-0.42377i
2.9,5.1,-4.474,-4.474,-0.021775+1.5863i,-0.021775-1.5863i,-1.4544
5.6,1.9,-4.4738,-4.4738,-0.01012+2.187i,-0.01012-2.187i,-1.4779
1.8,6.4,-4.4736,-4.4736,-1.4361,-0.031125+1.2575i,-0.031125-1.2575i
4.5,3.2,-4.4734,-4.4734,-0.014024+1.9655i,-0.014024-1.9655i,-1.4705
0.7,7.7,-4.4731,-4.4731,-1.4038,-0.047506+0.79201i,-0.047506-0.79201i
3.4,4.5,-4.473,-4.473,-0.019318+1.7144i,-0.019318-1.7144i,-1.4603
6.1,1.3,-4.4729,-0.0092255+2.2807i,-0.0092255-2.2807i,-4.4729,-1.4806
2.3,5.8,-4.4725,-4.4725,-1.4454,-0.026995+1.4172i,-0.026995-1.4172i
5,2.6,-4.4725,-4.4725,-0.012703+2.0695i,-0.012703-2.0695i,-1.4741
1.2,7.1,-4.472,-4.472,-1.4211,-0.039423+1.0319i,-0.039423-1.0319i
3.9,3.9,-4.472,-4.472,-0.017309+1.8332i,-0.017309-1.8332i,-1.4653
5.5,2,-4.4715,-4.4715,-0.011589+2.1684i,-0.011589-2.1684i,-1.4772
2.8,5.2,-4.4715,-4.4715,-0.023758+1.5599i,-0.023758-1.5599i,-1.4529
0.1,8.4,-4.4715,-4.4715,-1.3712,-0.064662+0.29653i,-0.064662-0.29653i
4.4,3.3,-4.4711,-4.4711,-0.015645+1.9446i,-0.015645-1.9446i,-1.4696
1.7,6.5,-4.471,-4.471,-1.4338,-0.033605+1.2233i,-0.033605-1.2233i
6,1.4,-4.4706,-0.010643+2.2629i,-0.010643-2.2629i,-4.4706,-1.48
3.3,4.6,-4.4705,-4.4705,-0.021161+1.6901i,-0.021161-1.6901i,-1.4591
0.6,7.8,-4.4704,-4.4704,-1.3992,-0.051182+0.73423i,-0.051182-0.73423i
4.9,2.7,-4.4701,-4.4701,-0.014252+2.0497i,-0.014252-2.0497i,-1.4733
2.2,5.9,-4.4699,-4.4699,-1.4436,-0.029211+1.3873i,-0.029211-1.3873i
3.8,4,-4.4696,-4.4696,-0.019042+1.8107i,-0.019042-1.8107i,-1.4643
1.1,7.2,-4.4693,-4.4693,-1.4178,-0.042404+0.98921i,-0.042404-0.98921i
5.4,2.1,-4.4692,-4.4692,-0.013076+2.1496i,-0.013076-2.1496i,-1.4766
2.7,5.3,-4.469,-4.469,-0.025781+1.533i,-0.025781-1.533i,-1.4514
4.3,3.4,-4.4686,-4.4686,-0.017288+1.9234i,-0.017288-1.9234i,-1.4687
5.9,1.5,-4.4684,-0.012075+2.245i,-0.012075-2.245i,-4.4684,-1.4794
1.6,6.6,-4.4683,-4.4683,-1.4313,-0.036162+1.1881i,-0.036162-1.1881i
3.2,4.7,-4.468,-4.468,-0.023038+1.6655i,-0.023038-1.6655i,-1.4579
4.8,2.8,-4.4677,-4.4677,-0.01582+2.0298i,-0.01582-2.0298i,-1.4726
0.5,7.9,-4.4676,-4.4676,-1.3942,-0.055077+0.67104i,-0.055077-0.67104i
2.1,6,-4.4673,-4.4673,-1.4417,-0.031483+1.3566i,-0.031483-1.3566i
3.7,4.1,-4.4671,-4.4671,-0.020803+1.7878i,-0.020803-1.7878i,-1.4633
5.3,2.2,-4.4669,-4.4669,-0.014579+2.1307i,-0.014579-2.1307i,-1.4759
1,7.3,-4.4666,-4.4666,-1.4143,-0.045512+0.94439i,-0.045512-0.94439i
2.6,5.4,-4.4664,-4.4664,-0.027848+1.5055i,-0.027848-1.5055i,-1.4499
4.2,3.5,-4.4662,-4.4662,-0.018955+1.902i,-0.018955-1.902i,-1.4678
5.8,1.6,-4.4661,-0.013523+2.2269i,-0.013523-2.2269i,-4.4661,-1.4789
1.5,6.7,-4.4656,-4.4656,-1.4287,-0.038803+1.1516i,-0.038803-1.1516i
3.1,4.8,-4.4655,-4.4655,-0.024949+1.6404i,-0.024949-1.6404i,-1.4566
4.7,2.9,-4.4654,-4.4654,-0.017408+2.0096i,-0.017408-2.0096i,-1.4718
6.3,1,-4.4652,-0.012618+2.3191i,-0.012618-2.3191i,-4.4652,-1.4815
0.4,8,-4.4648,-4.4648,-1.3887,-0.059223+0.60068i,-0.059223-0.60068i
2,6.1,-4.4647,-4.4647,-1.4396,-0.033814+1.3252i,-0.033814-1.3252i
3.6,4.2,-4.4646,-4.4646,-0.022592+1.7646i,-0.022592-1.7646i,-1.4622
5.2,2.3,-4.4645,-4.4645,-0.016101+2.1115i,-0.016101-2.1115i,-1.4752
0.9,7.4,-4.4638,-4.4638,-1.4106,-0.04876+0.89711i,-0.04876-0.89711i
2.5,5.5,-4.4638,-4.4638,-0.029959+1.4775i,-0.029959-1.4775i,-1.4482
4.1,3.6,-4.4638,-4.4638,-0.020645+1.8803i,-0.020645-1.8803i,-1.4669
5.7,1.7,-4.4637,-4.4637,-0.014987+2.2086i,-0.014987-2.2086i,-1.4782
6.2,1.1,-4.463,-0.014032+2.3016i,-0.014032-2.3016i,-4.463,-1.4809
4.6,3,-4.4629,-4.4629,-0.019017+1.9891i,-0.019017-1.9891i,-1.471
3,4.9,-4.4629,-4.4629,-0.026896+1.6149i,-0.026896-1.6149i,-1.4552
1.4,6.8,-4.4629,-4.4629,-1.426,-0.041534+1.1138i,-0.041534-1.1138i
5.1,2.4,-4.4622,-4.4622,-0.017641+2.0922i,-0.017641-2.0922i,-1.4745
3.5,4.3,-4.4621,-4.4621,-0.024411+1.7411i,-0.024411-1.7411i,-1.461
1.9,6.2,-4.462,-4.462,-1.4375,-0.036209+1.2929i,-0.036209-1.2929i
0.3,8.1,-4.462,-4.462,-1.3827,-0.063662+0.52015i,-0.063662-0.52015i
5.6,1.8,-4.4614,-4.4614,-0.016468+2.1902i,-0.016468-2.1902i,-1.4776
4,3.7,-4.4613,-4.4613,-0.022361+1.8584i,-0.022361-1.8584i,-1.4659
2.4,5.6,-4.4612,-4.4612,-0.032118+1.4489i,-0.032118-1.4489i,-1.4465
0.8,7.5,-4.4611,-4.4611,-1.4066,-0.052165+0.84693i,-0.052165-0.84693i
6.1,1.2,-4.4607,-0.01546+2.284i,-0.01546-2.284i,-4.4607,-1.4804
4.5,3.1,-4.4605,-4.4605,-0.020647+1.9685i,-0.020647-1.9685i,-1.4701
2.9,5,-4.4604,-4.4604,-0.028881+1.5889i,-0.028881-1.5889i,-1.4538
1.3,6.9,-4.4602,-4.4602,-1.423,-0.044363+1.0746i,-0.044363-1.0746i
5,2.5,-4.4598,-4.4598,-0.019199+2.0726i,-0.019199-2.0726i,-1.4738
3.4,4.4,-4.4596,-4.4596,-0.02626+1.7171i,-0.02626-1.7171i,-1.4599
1.8,6.3,-4.4594,-4.4594,-1.4353,-0.038673+1.2597i,-0.038673-1.2597i
0.2,8.2,-4.4591,-4.4591,-1.3759,-0.068447+0.42356i,-0.068447-0.42356i
