,,
0.3249,0.13341,2.7588
0.33839,0.13498,2.762
0.35204,0.13567,2.7648
0.36578,0.13548,2.7673
0.37955,0.13441,2.7693
0.39328,0.13246,2.7709
0.4069,0.12964,2.7721
0.42035,0.12597,2.7728
0.43356,0.12147,2.7731
0.44647,0.11615,2.773
0.45901,0.11004,2.7724
0.47112,0.10318,2.7714
0.48275,0.09559,2.7699
0.49383,0.087307,2.768
0.50432,0.078387,2.7657
0.51416,0.068858,2.763
0.52329,0.058771,2.7599
0.5317,0.048178,2.7565
0.53931,0.037127,2.7526
0.54611,0.025675,2.7484
0.55206,0.013875,2.7439
0.55712,0.0017852,2.7391
0.56129,-0.010534,2.7341
0.56453,-0.023024,2.7287
0.56682,-0.035626,2.7232
0.56816,-0.048274,2.7174
0.56855,-0.060908,2.7115
0.56797,-0.073468,2.7054
0.56644,-0.085892,2.6993
0.56395,-0.09812,2.693
0.56052,-0.11009,2.6867
0.55617,-0.12175,2.6804
0.55092,-0.13303,2.674
0.5448,-0.1439,2.6678
0.53783,-0.15428,2.6616
0.53005,-0.16412,2.6554
0.5215,-0.17339,2.6495
0.5122,-0.18205,2.6437
0.50224,-0.19003,2.638
0.49162,-0.19731,2.6326
0.48043,-0.20385,2.6274
0.4687,-0.20962,2.6225
0.45649,-0.21459,2.6179
0.44388,-0.21874,2.6136
0.4309,-0.22204,2.6097
0.41764,-0.22449,2.6061
0.40415,-0.22606,2.6028
0.3905,-0.22675,2.6
0.37676,-0.22656,2.5976
0.36299,-0.22548,2.5955
0.34926,-0.22354,2.5939
0.33564,-0.22072,2.5927
0.32219,-0.21705,2.592
0.30898,-0.21254,2.5917
0.29607,-0.20722,2.5918
0.28353,-0.20112,2.5924
0.27143,-0.19425,2.5935
0.2598,-0.18667,2.5949
0.24872,-0.17838,2.5968
0.23823,-0.16946,2.5991
0.22839,-0.15993,2.6018
0.21925,-0.14985,2.6049
0.21085,-0.13926,2.6084
0.20323,-0.1282,2.6122
0.19643,-0.11675,2.6164
0.19048,-0.10495,2.6209
0.18542,-0.092862,2.6257
